variable_id,variable,inspection_grade,ablation_screen_category,split,dose,primary_dose,target_feature,feature_high_side,steering_side,train_target_activation_gap,control_features,target_mean_attenuation,matched_control_mean_attenuation,target_minus_control_attenuation,target_minus_control_ci_low,target_minus_control_ci_high,target_minus_control_bootstrap_p
20,pronoun_richness_and_reduction,A,specific_positive,val,2.0,False,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.00755862845107913,-0.00043838267447426915,0.007997011211700737,0.00648245283664437,0.009675035144959111,0.0009995002498750624
20,pronoun_richness_and_reduction,A,specific_positive,test,0.5,False,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.0009379844414070249,0.0003855821560136974,0.000552402341272682,-0.000519946014333982,0.0015986298329080447,0.3008495752123938
20,pronoun_richness_and_reduction,A,specific_positive,test,1.0,True,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.002534921746701002,0.0007655671215616167,0.0017693548370152712,0.0006726276586414315,0.002923945006856229,0.001999000499750125
20,pronoun_richness_and_reduction,A,specific_positive,test,2.0,False,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.005669977515935898,0.0009305075509473681,0.004739469932392239,0.003352593193412758,0.006206776620587334,0.0009995002498750624
21,possession_and_alienability,C,specific_positive,val,0.5,False,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.002800998743623495,0.00017561190179549158,0.002625386817380786,0.0005164408145938069,0.004769311828596983,0.014992503748125937
21,possession_and_alienability,C,specific_positive,val,1.0,True,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.009997053071856499,-0.0009727594442665577,0.010969812654657289,0.0086186278781679,0.013190795743226772,0.0009995002498750624
21,possession_and_alienability,C,specific_positive,val,2.0,False,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.01617431826889515,0.0011739255860447884,0.015000391979701816,0.011605028626392596,0.01847263004630804,0.0009995002498750624
21,possession_and_alienability,C,specific_positive,test,0.5,False,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.0068259816616773605,0.0020005495753139257,0.004825432219076902,0.0033948093859944494,0.006337998034898191,0.0009995002498750624
21,possession_and_alienability,C,specific_positive,test,1.0,True,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.014199788682162762,0.0008596215629950166,0.013340166579000652,0.011015499336412176,0.01553300369356293,0.0009995002498750624
21,possession_and_alienability,C,specific_positive,test,2.0,False,15325,changed,basis,0.0507176965475083,"4426,7247,8041",0.024385223165154457,0.0017418472561985254,0.022643376146443187,0.019806275091832505,0.02571854350029025,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,val,0.5,False,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.0015278959181159735,-0.0005971406935714185,0.0021250366856111215,0.001158642270223936,0.003151928777107967,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,val,1.0,True,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.0033520034048706293,-0.0015957062132656574,0.0049477095663314685,0.003915423667349387,0.005914762279790011,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,val,2.0,False,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.010465554893016815,-0.0017983815632760525,0.012263937201350928,0.010851229619234801,0.01367980722489301,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,test,0.5,False,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.0019099634373560548,0.00028221061802469194,0.0016277527646161615,0.0006852511837496422,0.0026617921396973536,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,test,1.0,True,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.004445300903171301,-0.00023221741139423102,0.004677518396638334,0.0034183184551075103,0.005921897104592061,0.0009995002498750624
22,tense_prominence,C,null_or_reverse,test,2.0,False,1385,basis,changed,0.0135760980192572,"8551,3132,758",0.009360114112496376,-0.00033551958040334284,0.009695633656810969,0.008257667363621294,0.011212818701169452,0.0009995002498750624
23,aspect_and_event_structure,B,specific_positive,val,0.5,False,6216,basis,changed,0.021952417679131,"8685,6618,758",0.0012756299693137407,-0.00014156078395899385,0.0014171908353455365,-0.00012138004996813833,0.003120347081974613,0.07196401799100449
23,aspect_and_event_structure,B,specific_positive,val,1.0,True,6216,basis,changed,0.021952417679131,"8685,6618,758",0.001453331089578569,-0.0014602483715862036,0.00291357944952324,0.001428044693078846,0.004303577238344583,0.0009995002498750624
23,aspect_and_event_structure,B,specific_positive,val,2.0,False,6216,basis,changed,0.021952417679131,"8685,6618,758",0.007697416469454765,-0.00463524367660284,0.012332660518586636,0.010350561760249549,0.014417353265103879,0.0009995002498750624
23,aspect_and_event_structure,B,specific_positive,test,0.5,False,6216,basis,changed,0.021952417679131,"8685,6618,758",0.0013874568976461887,-0.00022707133030053228,0.0016145283274818212,0.00029616501659620556,0.0029354705206060296,0.01999000499750125
23,aspect_and_event_structure,B,specific_positive,test,1.0,True,6216,basis,changed,0.021952417679131,"8685,6618,758",0.0018992307595908642,-0.002282390370965004,0.004181621101452038,0.002564094323286554,0.005788593807024881,0.0009995002498750624
23,aspect_and_event_structure,B,specific_positive,test,2.0,False,6216,basis,changed,0.021952417679131,"8685,6618,758",0.003943982534110546,-0.006430875509977341,0.010374858027789742,0.00812707621906884,0.012696968393807764,0.0009995002498750624
24,modality_and_mood,A,specific_positive,val,0.5,False,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.0039247930981218815,-0.00034120495547540486,0.004265998047776521,0.003503082047973294,0.0049912132843746805,0.0009995002498750624
24,modality_and_mood,A,specific_positive,val,1.0,True,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.009213807992637157,-0.002513379789888859,0.011727188262157143,0.010938424313324504,0.012558527777320706,0.0009995002498750624
24,modality_and_mood,A,specific_positive,val,2.0,False,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.020742231979966164,-0.004629266913980246,0.025371499322354794,0.02422968864440918,0.026522010644897818,0.0009995002498750624
24,modality_and_mood,A,specific_positive,test,0.5,False,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.0026497109793126583,-0.001111202989704907,0.0037609139806590976,0.003070551797572989,0.004455834430991672,0.0009995002498750624
24,modality_and_mood,A,specific_positive,test,1.0,True,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.007116337306797504,-0.0037893287371844053,0.010905666667968035,0.01009967748215422,0.011633851556573063,0.0009995002498750624
24,modality_and_mood,A,specific_positive,test,2.0,False,13197,changed,basis,0.021928828675299897,"15325,6618,5205",0.016691716387867928,-0.005947945639491081,0.022639662101864813,0.02181383050698787,0.02346014640852809,0.0009995002498750624
25,epistemic_modality,A,positive_nonspecific,val,0.5,False,15221,changed,basis,0.027596618980169303,"8041,9728,7247",-8.891262405086309e-05,-0.000961181940510869,0.0008722693141316996,-0.00047960223654808936,0.0021748653289250792,0.2128935532233883
25,epistemic_modality,A,positive_nonspecific,val,1.0,True,15221,changed,basis,0.027596618980169303,"8041,9728,7247",0.00487947091460228,0.0027129545342177153,0.0021665165503509344,0.0006681054887594655,0.0037131989650661125,0.004997501249375313
25,epistemic_modality,A,positive_nonspecific,val,2.0,False,15221,changed,basis,0.027596618980169303,"8041,9728,7247",0.015366367995738983,0.005571803543716669,0.009794563907198607,0.007905926219886169,0.01161779386200942,0.0009995002498750624
25,epistemic_modality,A,positive_nonspecific,test,0.5,False,15221,changed,basis,0.027596618980169303,"8041,9728,7247",0.0015615258598700166,0.0019150712760165334,-0.00035354525782167913,-0.0015961449621245264,0.000858495531196238,0.6036981509245377
25,epistemic_modality,A,positive_nonspecific,test,1.0,True,15221,changed,basis,0.027596618980169303,"8041,9728,7247",0.006633768789470196,0.0034083446953445673,0.003225424560951069,0.0020249346037453505,0.004231099690514384,0.0009995002498750624
25,epistemic_modality,A,positive_nonspecific,test,2.0,False,15221,changed,basis,0.027596618980169303,"8041,9728,7247",0.0138323362916708,0.0073418086394667625,0.006490527288988233,0.005459213429596275,0.007581410467159002,0.0009995002498750624
26,evidentiality,B,positive_control_advantage,val,0.5,False,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.0030441253911703825,0.0005426506977528334,0.0025014748331159352,-0.00020678761857561765,0.005339039397542363,0.07096451774112944
26,evidentiality,B,positive_control_advantage,val,1.0,True,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.005748453084379435,0.0019551010336726904,0.0037933518656063825,0.0014229511936136986,0.006118617570085914,0.00399800099950025
26,evidentiality,B,positive_control_advantage,val,2.0,False,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.013933044858276844,0.0068429880775511265,0.007090057558380067,0.003985218779998832,0.010281903704511932,0.0009995002498750624
26,evidentiality,B,positive_control_advantage,test,0.5,False,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.0023699963930994272,-0.0014892884064465761,0.003859284706413746,0.0018119025808700825,0.005836775724688777,0.001999000499750125
26,evidentiality,B,positive_control_advantage,test,1.0,True,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.001383989118039608,-0.003518512472510338,0.004902501761680469,0.002547410340397619,0.007250088249362306,0.0009995002498750624
26,evidentiality,B,positive_control_advantage,test,2.0,False,6900,changed,basis,0.0339163499884308,"6618,1302,11461",0.0019676494412124157,-0.0022488536778837442,0.004216503135394305,0.0014412351472419687,0.006853922790905926,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,val,0.5,False,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.0029729807283729315,0.0010062583023682237,0.0019667224236764014,0.0009001798459794372,0.003065226096601691,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,val,1.0,True,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.006267874967306852,0.0028941959608346224,0.003373679097276181,0.0022405787450843493,0.0044999905187869445,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,val,2.0,False,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.012685775756835938,0.005682799033820629,0.0070029765879735355,0.005327919024392031,0.008588205467211082,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,test,0.5,False,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.0030307681299746037,0.0007470697164535522,0.0022836982691660525,0.0010555122449586634,0.003516206093423534,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,test,1.0,True,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.006262123119086027,0.0024843686260282993,0.0037777545547578485,0.0026332205343060195,0.004855036546330665,0.0009995002498750624
27,mirativity_stance_and_affect_marking,C,specific_positive,test,2.0,False,1887,changed,basis,0.0355112140532583,"8041,9728,7247",0.0132660623639822,0.006960013881325722,0.006306048415135592,0.005079543414758518,0.007506382763385773,0.0009995002498750624
28,negation_and_polarity_structure,D,null_or_reverse,val,0.5,False,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",0.00035562549601309,0.0008466584840789437,-0.0004910330334678292,-0.0018488128525204956,0.0008713472610106689,0.5067466266866567
28,negation_and_polarity_structure,D,null_or_reverse,val,1.0,True,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",0.001156159327365458,0.001051155268214643,0.00010500416392460466,-0.0013207533048116603,0.001654159194906242,0.894552723638181
28,negation_and_polarity_structure,D,null_or_reverse,val,2.0,False,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",0.0008224277989938855,-0.0003662297094706446,0.0011886573833180592,-0.00014549180955509655,0.002601539884068187,0.08695652173913043
28,negation_and_polarity_structure,D,null_or_reverse,test,0.5,False,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",-0.001962956739589572,-0.0005257110460661352,-0.0014372456003911792,-0.0026735358186706433,-0.00025680825451854743,0.01999000499750125
28,negation_and_polarity_structure,D,null_or_reverse,test,1.0,True,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",0.0007026185048744082,-0.001999259926378727,0.0027018784987740217,0.0012803466439945622,0.004049966475518886,0.0009995002498750624
28,negation_and_polarity_structure,D,null_or_reverse,test,2.0,False,4382,changed,basis,0.0022940805647523005,"1385,6900,8685",-0.0001773511612555012,-0.0014087461167946458,0.0012313948158407585,9.424137200403494e-05,0.002402191475557628,0.028985507246376812
29,quantifier_scope_and_distributivity,B,specific_positive,val,0.5,False,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.0012654275633394718,-0.0006889327778480947,0.0019543604230784694,0.0013762077101491742,0.0025439547755040618,0.0009995002498750624
29,quantifier_scope_and_distributivity,B,specific_positive,val,1.0,True,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.00330880144611001,-0.0017394834430888295,0.005048284877557307,0.0043808572618290785,0.005674697844020556,0.0009995002498750624
29,quantifier_scope_and_distributivity,B,specific_positive,val,2.0,False,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.006394358817487955,-0.00266852043569088,0.009062879325356335,0.007965598108712585,0.010110595805919729,0.0009995002498750624
29,quantifier_scope_and_distributivity,B,specific_positive,test,0.5,False,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.0012599144829437137,-0.0006867289775982499,0.0019466434593778104,0.0012997847106598782,0.002560025514074368,0.0009995002498750624
29,quantifier_scope_and_distributivity,B,specific_positive,test,1.0,True,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.0034690669272094965,-0.0010863690404221416,0.004555435937363655,0.0038620124477893114,0.0052700325685436835,0.0009995002498750624
29,quantifier_scope_and_distributivity,B,specific_positive,test,2.0,False,8551,changed,basis,0.023095207288861302,"1858,7247,9728",0.006476449780166149,-0.0022816224955022335,0.00875807241536677,0.00787732336355839,0.009696181286126374,0.0009995002498750624
30,conditional_and_counterfactual_marking,B,positive_control_advantage,val,0.5,False,11810,changed,basis,0.0153300108504482,"6944,758,6216",-0.00139174226205796,1.2644312846532557e-05,-0.001404386559734121,-0.0022902272420760707,-0.0004672056493000128,0.005997001499250375
30,conditional_and_counterfactual_marking,B,positive_control_advantage,val,1.0,True,11810,changed,basis,0.0153300108504482,"6944,758,6216",0.0008452426409348845,0.0003882476012222469,0.00045699507871177047,-0.00030494035335141233,0.0012153873922943596,0.2448775612193903
30,conditional_and_counterfactual_marking,B,positive_control_advantage,val,2.0,False,11810,changed,basis,0.0153300108504482,"6944,758,6216",0.0016763433814048767,0.00028946067322976887,0.0013868827169062569,0.0005480876572546548,0.002228215178984101,0.0029985007496251873
30,conditional_and_counterfactual_marking,B,positive_control_advantage,test,0.5,False,11810,changed,basis,0.0153300108504482,"6944,758,6216",-0.0009880197467282414,0.0005892233457416296,-0.0015772431239020079,-0.0023565357052139006,-0.0008030307367735082,0.001999000499750125
30,conditional_and_counterfactual_marking,B,positive_control_advantage,test,1.0,True,11810,changed,basis,0.0153300108504482,"6944,758,6216",0.0006226709228940308,0.0008769336855039,-0.0002542627049842849,-0.001027644663307001,0.0005147613417939271,0.5427286356821589
30,conditional_and_counterfactual_marking,B,positive_control_advantage,test,2.0,False,11810,changed,basis,0.0153300108504482,"6944,758,6216",0.002867987845093012,0.00012795472866855562,0.0027400330197997393,0.0018948411880410276,0.003570102012366987,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,val,0.5,False,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.006963938474655151,0.00048767600674182177,0.0064762623573187735,0.005341571565892082,0.007692442244573612,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,val,1.0,True,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.009679984301328659,0.00021691955043934286,0.00946306440513581,0.007936762286117302,0.011048987669404596,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,val,2.0,False,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.019478293135762215,0.0017316843150183558,0.017746607521548868,0.015246702574659139,0.0201064951417502,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,test,0.5,False,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.004516501445323229,-0.00013239862164482474,0.00464890006929636,0.00341339246975258,0.0058617112225620065,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,test,1.0,True,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.008766749873757362,-3.363283758517355e-05,0.008800382991321385,0.007067755676689558,0.010656538505107165,0.0009995002498750624
31,subordination_and_embedding,B,positive_nonspecific,test,2.0,False,11461,changed,basis,0.0647963978117332,"7247,8041,9728",0.016302360221743584,7.097409979905933e-05,0.016231386181898413,0.013252729880972765,0.019068385378690433,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,val,0.5,False,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.0020907544530928135,-0.002043858403339982,0.004134613047353923,0.0032716386681422593,0.005069063645321875,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,val,1.0,True,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.0056753517128527164,-0.003958994057029486,0.00963434563484043,0.008540530621772631,0.010808687089476734,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,val,2.0,False,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.011052913963794708,-0.006341727916151285,0.017394640538841485,0.015829924527788537,0.01907267108885571,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,test,0.5,False,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.002711398061364889,-0.00023627259361092,0.0029476705775596202,0.0017522265758598222,0.0040790735812042825,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,test,1.0,True,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.006576579995453358,-0.001503783161751926,0.008080363017506897,0.006898803743417375,0.009245776035939342,0.0009995002498750624
32,quotation_and_reported_speech_structure,B,specific_positive,test,2.0,False,1754,basis,changed,0.042380368104204605,"6618,5205,11461",0.011148221790790558,-0.002846545772626996,0.013994767502881587,0.012882892600609921,0.015105340292910115,0.0009995002498750624
33,discourse_relation_marking,D,null_or_reverse,val,0.5,False,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",-0.00016194321506191045,-3.9731796277919784e-05,-0.0001222114427946508,-0.0006690608521457761,0.00045366406167158835,0.656671664167916
33,discourse_relation_marking,D,null_or_reverse,val,1.0,True,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",-0.00020537346426863223,0.0001450176496291533,-0.0003503911156440154,-0.0010159455242101103,0.00035538875739439296,0.3148425787106447
33,discourse_relation_marking,D,null_or_reverse,val,2.0,False,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",-0.0004427250532899052,-0.0007690924685448408,0.0003263674897607416,-0.0003602918682154268,0.0010569876502268011,0.36081959020489757
33,discourse_relation_marking,D,null_or_reverse,test,0.5,False,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",0.0002357374905841425,-0.00010710555943660438,0.0003428430570056662,-0.00020376229827525093,0.0008657374814792998,0.21189405297351324
33,discourse_relation_marking,D,null_or_reverse,test,1.0,True,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",0.0004136555944569409,-0.000301219813991338,0.0007148754136869684,7.958413455344272e-05,0.001331565164073254,0.025987006496751622
33,discourse_relation_marking,D,null_or_reverse,test,2.0,False,9728,basis,changed,0.0019506383687258044,"8041,7247,6618",-0.001131823635660112,-0.0005470050382427871,-0.0005848185165086761,-0.0013285587780264905,0.00010214178131718571,0.079960019990005
34,topic_comment_structure,D,positive_nonspecific,val,0.5,False,1302,changed,basis,0.0049818903207779,"1887,8041,7247",0.0013650527689605951,0.000951661029830575,0.0004133917100261897,-0.0006751610691426321,0.0015247105539892777,0.44377811094452774
34,topic_comment_structure,D,positive_nonspecific,val,1.0,True,1302,changed,basis,0.0049818903207779,"1887,8041,7247",-0.000190600156201981,0.0011412587482482195,-0.0013318588864058257,-0.0022065444046165793,-0.0004849196672730614,0.0009995002498750624
34,topic_comment_structure,D,positive_nonspecific,val,2.0,False,1302,changed,basis,0.0049818903207779,"1887,8041,7247",0.000289962743408978,0.0007722021546214819,-0.00048223944002529607,-0.0013433067255828064,0.0004423287727986462,0.2868565717141429
34,topic_comment_structure,D,positive_nonspecific,test,0.5,False,1302,changed,basis,0.0049818903207779,"1887,8041,7247",0.0017824125243350863,0.001064570969901979,0.0007178415264934301,-2.5244807387934996e-05,0.0014501836750423528,0.06196901549225387
34,topic_comment_structure,D,positive_nonspecific,test,1.0,True,1302,changed,basis,0.0049818903207779,"1887,8041,7247",0.00030150890233926475,0.0014204512117430568,-0.001118942367611453,-0.0019330541400413494,-0.0002709454598079906,0.01199400299850075
34,topic_comment_structure,D,positive_nonspecific,test,2.0,False,1302,changed,basis,0.0049818903207779,"1887,8041,7247",0.0013987332349643111,0.0008244991768151522,0.0005742340534925461,-0.0002321736630401574,0.0014348414790874803,0.18490754622688654
35,focus_and_given_new_marking,B,null_or_reverse,val,0.5,False,7136,changed,basis,0.0097061826381833,"1385,1887,932",0.00025722349528223276,0.00022824069310445338,2.8982816729694605e-05,-0.0007419394648168235,0.0008262768485292325,0.9675162418790605
35,focus_and_given_new_marking,B,null_or_reverse,val,1.0,True,7136,changed,basis,0.0097061826381833,"1385,1887,932",-0.0011649465886875987,0.0006746925646439195,-0.0018396391393616796,-0.0026168262469000183,-0.0011309585548006005,0.0009995002498750624
35,focus_and_given_new_marking,B,null_or_reverse,val,2.0,False,7136,changed,basis,0.0097061826381833,"1385,1887,932",-0.000944581173826009,0.0022715593222528696,-0.0032161403680220245,-0.00425134061195422,-0.0021541106933436823,0.0009995002498750624
35,focus_and_given_new_marking,B,null_or_reverse,test,0.5,False,7136,changed,basis,0.0097061826381833,"1385,1887,932",0.00024070817744359374,-1.4933024431229569e-05,0.0002556411716795992,-0.0005200335678018746,0.0011096661826304624,0.5307346326836582
35,focus_and_given_new_marking,B,null_or_reverse,test,1.0,True,7136,changed,basis,0.0097061826381833,"1385,1887,932",-0.0015691298758611083,0.0006240012589842081,-0.002193131159292534,-0.003328106611210387,-0.0010828878362663093,0.0009995002498750624
35,focus_and_given_new_marking,B,null_or_reverse,test,2.0,False,7136,changed,basis,0.0097061826381833,"1385,1887,932",-0.0009572583949193358,0.002253488637506962,-0.0032107472472125663,-0.00426838589469844,-0.0021221913541085093,0.0009995002498750624
36,genericity_and_kind_level_reference,D,specific_positive,val,0.5,False,1858,changed,basis,0.0060619679279626,"6944,4426,14441",-4.006817835033871e-05,0.00012307692668400705,-0.0001631450722925365,-0.0009099538695882075,0.0006371757904998952,0.7076461769115442
36,genericity_and_kind_level_reference,D,specific_positive,val,1.0,True,1858,changed,basis,0.0060619679279626,"6944,4426,14441",0.0010827673831954598,-0.0005552227958105505,0.0016379901999607682,0.00031817638233769686,0.003030385311722055,0.01899050474762619
36,genericity_and_kind_level_reference,D,specific_positive,val,2.0,False,1858,changed,basis,0.0060619679279626,"6944,4426,14441",-0.0010925543028861284,-0.00038517016218975186,-0.000707384186098352,-0.0021511429106176364,0.0007190100128063931,0.3448275862068966
36,genericity_and_kind_level_reference,D,specific_positive,test,0.5,False,1858,changed,basis,0.0060619679279626,"6944,4426,14441",-0.00034023253829218447,-0.0003464920446276665,6.2594260089099404e-06,-0.001274256097152829,0.0013429196309298274,0.9625187406296851
36,genericity_and_kind_level_reference,D,specific_positive,test,1.0,True,1858,changed,basis,0.0060619679279626,"6944,4426,14441",-0.0005468526505865157,0.0005280912155285478,-0.0010749438806669787,-0.002452877396979602,0.000258706705630174,0.12493753123438281
36,genericity_and_kind_level_reference,D,specific_positive,test,2.0,False,1858,changed,basis,0.0060619679279626,"6944,4426,14441",0.00039660261245444417,0.0010160389356315136,-0.0006194363022223115,-0.002040079823229462,0.0007372141903615554,0.36081959020489757
37,social_deixis_honorifics_status_encoding,A,specific_positive,val,0.5,False,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.003114206250756979,-0.00035435150493867695,0.003468557893647812,0.0021381638920429397,0.004762294168715014,0.0009995002498750624
37,social_deixis_honorifics_status_encoding,A,specific_positive,val,1.0,True,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.006653257645666599,6.342457345454022e-05,0.006589833240723237,0.0051233478771464435,0.008068391777400392,0.0009995002498750624
37,social_deixis_honorifics_status_encoding,A,specific_positive,val,2.0,False,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.014310760423541069,-0.000543227419257164,0.014853987600654364,0.01306047641648911,0.016774062719428908,0.0009995002498750624
37,social_deixis_honorifics_status_encoding,A,specific_positive,test,0.5,False,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.004796977154910564,0.0008349143899977207,0.003962062576320023,0.0029528602940845305,0.00498202006064821,0.0009995002498750624
37,social_deixis_honorifics_status_encoding,A,specific_positive,test,1.0,True,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.005791796371340752,-1.2667104556385311e-06,0.00579306336119771,0.005048924136790448,0.006524494277662597,0.0009995002498750624
37,social_deixis_honorifics_status_encoding,A,specific_positive,test,2.0,False,2081,changed,basis,0.0285831007640809,"8551,1302,5205",0.015478759072721004,0.0007358348229900002,0.014742923798039556,0.01339657553914003,0.016056528758723286,0.0009995002498750624
38,speech_act_force_and_request_directness,C,specific_positive,val,0.5,False,14406,changed,basis,0.008002341724932199,"11810,758,4426",-0.00011681236355798319,-5.800505095976405e-05,-5.880731448996812e-05,-0.0008556838351942133,0.0008604437665926518,0.8575712143928036
38,speech_act_force_and_request_directness,C,specific_positive,val,1.0,True,14406,changed,basis,0.008002341724932199,"11810,758,4426",0.00038794250576756895,-0.0004017419705633074,0.0007896843855269253,2.1453952474985272e-05,0.0015620363616035316,0.04597701149425287
38,speech_act_force_and_request_directness,C,specific_positive,val,2.0,False,14406,changed,basis,0.008002341724932199,"11810,758,4426",-0.00021210350678302348,0.00014273752458393574,-0.00035484100691974163,-0.0011195323202991857,0.0003928978315670968,0.34782608695652173
38,speech_act_force_and_request_directness,C,specific_positive,test,0.5,False,14406,changed,basis,0.008002341724932199,"11810,758,4426",0.0001630900806048885,-0.0007656939560547471,0.0009287840258912183,0.0003140606140223099,0.0015427896785768097,0.004997501249375313
38,speech_act_force_and_request_directness,C,specific_positive,test,1.0,True,14406,changed,basis,0.008002341724932199,"11810,758,4426",-0.00038361363112926483,-0.0007016097661107779,0.0003179961402202025,-0.0004984690802375553,0.001090790717571508,0.41179410294852575
38,speech_act_force_and_request_directness,C,specific_positive,test,2.0,False,14406,changed,basis,0.008002341724932199,"11810,758,4426",-0.001069317921064794,0.0005385617259889841,-0.0016078796848887577,-0.0024324180902331135,-0.0007383211462292826,0.0009995002498750624
39,deixis_and_perspective_anchoring,A,positive_nonspecific,val,0.5,False,14441,basis,changed,0.015619576719473099,"5205,6216,6618",-0.0014615729451179504,-0.0014994139783084393,3.784100990742445e-05,-0.0011573094037594272,0.0010754149449057869,0.9055472263868066
39,deixis_and_perspective_anchoring,A,positive_nonspecific,val,1.0,True,14441,basis,changed,0.015619576719473099,"5205,6216,6618",0.00028436220600269735,-0.0020918240770697594,0.002376186242327094,0.0011411630422808229,0.003554604659555479,0.0009995002498750624
39,deixis_and_perspective_anchoring,A,positive_nonspecific,val,2.0,False,14441,basis,changed,0.015619576719473099,"5205,6216,6618",0.0022538744378834963,-0.0002031970798270777,0.0024570715613663197,2.253058832138777e-05,0.004817537249997257,0.047976011994003
39,deixis_and_perspective_anchoring,A,positive_nonspecific,test,0.5,False,14441,basis,changed,0.015619576719473099,"5205,6216,6618",0.000955813389737159,-0.00027889854391105473,0.0012347119441255927,-0.00017062596679897978,0.0026966946129687126,0.08495752123938032
39,deixis_and_perspective_anchoring,A,positive_nonspecific,test,1.0,True,14441,basis,changed,0.015619576719473099,"5205,6216,6618",0.00013520002539735287,-0.0018937221029773355,0.0020289221731945874,0.0005403071966720745,0.003715906392899338,0.01699150424787606
