batch_id,start_id,end_id,n_examples,primary_variable_id,primary_variable,construction_index,construction_family,repetition,language,language_name,domains,short_count,medium_count,long_count
346,17251,17300,50,18,person_marking_and_person_hierarchy,1,first_second_third_person_agreement,12,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
347,17301,17350,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,5,de,German,sports_recreation;workplace;travel_transport,15,25,10
348,17351,17400,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,6,te,Telugu,science_technology;nature_environment;daily_life,15,25,10
349,17401,17450,50,40,orthographic_and_tokenization_interface,1,hyphenation_or_compound_orthography,11,en,English,science_technology;nature_environment;daily_life,15,25,10
350,17451,17500,50,24,modality_and_mood,5,conditional_mood,4,de,German,daily_life;education;food_household,15,25,10
351,17501,17550,50,13,redundancy_cumulative_exponence,1,agreement_redundancy,1,es,Spanish,daily_life;education;food_household,15,25,10
352,17551,17600,50,20,pronoun_richness_and_reduction,4,weak_vs_strong_pronoun,2,it,Italian,arts_culture;social_interaction;health,15,25,10
353,17601,17650,50,17,animacy_and_humanness,2,human_nonhuman_reference,3,hi,Hindi,social_interaction;health;news_public_affairs,15,25,10
354,17651,17700,50,30,conditional_and_counterfactual_marking,5,conditional_mood_form,8,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
355,17701,17750,50,39,deixis_and_perspective_anchoring,3,come_go_motion_perspective,5,zh,Chinese,daily_life;education;food_household,15,25,10
356,17751,17800,50,33,discourse_relation_marking,4,temporal_sequence_relation,6,en,English,science_technology;nature_environment;daily_life,15,25,10
357,17801,17850,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,13,id,Indonesian,family_relationships;science_technology;nature_environment,15,25,10
358,17851,17900,50,10,morphological_segmentation_type,2,fusional_inflection,12,fi,Finnish,arts_culture;social_interaction;health,15,25,10
359,17901,17950,50,6,transitivity_valency,4,ambitransitive_alternation,11,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
360,17951,18000,50,2,basic_constituent_order,3,verb_final_order,2,de,German,sports_recreation;workplace;travel_transport,15,25,10
361,18001,18050,50,6,transitivity_valency,5,valency_reduction_or_argument_omission,4,de,German,education;food_household;sports_recreation,15,25,10
362,18051,18100,50,4,case_marking,1,accusative_object_marking,15,hi,Hindi,travel_transport;arts_culture;social_interaction,15,25,10
363,18101,18150,50,9,analytic_vs_synthetic_encoding,5,agglutinative_multi_feature_word,3,de,German,travel_transport;arts_culture;social_interaction,15,25,10
364,18151,18200,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,6,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
365,18201,18250,50,30,conditional_and_counterfactual_marking,3,past_counterfactual,12,es,Spanish,arts_culture;social_interaction;health,15,25,10
366,18251,18300,50,25,epistemic_modality,4,certainty_or_high_commitment,14,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
367,18301,18350,50,36,genericity_and_kind_level_reference,1,bare_plural_generic,3,fr,French,social_interaction;health;news_public_affairs,15,25,10
368,18351,18400,50,17,animacy_and_humanness,3,animacy_sensitive_object_marking,14,ja,Japanese,food_household;sports_recreation;workplace,15,25,10
369,18401,18450,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,1,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
370,18451,18500,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,8,de,German,travel_transport;arts_culture;social_interaction,15,25,10
371,18501,18550,50,3,nominal_modifier_order,2,possessor_head_order,8,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
372,18551,18600,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,8,ru,Russian,family_relationships;science_technology;nature_environment,15,25,10
373,18601,18650,50,2,basic_constituent_order,4,verb_initial_or_predicate_initial_order,6,en,English,nature_environment;daily_life;education,15,25,10
374,18651,18700,50,33,discourse_relation_marking,5,consequence_or_result_relation,9,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
375,18701,18750,50,25,epistemic_modality,5,epistemic_auxiliary_or_particle,9,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
376,18751,18800,50,33,discourse_relation_marking,2,contrastive_relation,11,en,English,arts_culture;social_interaction;health,15,25,10
377,18801,18850,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,3,ko,Korean,travel_transport;arts_culture;social_interaction,15,25,10
378,18851,18900,50,36,genericity_and_kind_level_reference,4,kind_denoting_reference,9,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
379,18901,18950,50,1,subject_expression_pro_drop,1,overt_vs_null_subject,15,ja,Japanese,sports_recreation;workplace;travel_transport,15,25,10
380,18951,19000,50,40,orthographic_and_tokenization_interface,4,natural_punctuation_attachment,10,zh,Chinese,nature_environment;daily_life;education,15,25,10
381,19001,19050,50,26,evidentiality,5,hearsay_or_attributed_evidence,11,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
382,19051,19100,50,16,gender_noun_class,4,participle_or_predicate_agreement,5,hi,Hindi,arts_culture;social_interaction;health,15,25,10
383,19101,19150,50,20,pronoun_richness_and_reduction,2,null_or_reduced_pronoun,6,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
384,19151,19200,50,39,deixis_and_perspective_anchoring,3,come_go_motion_perspective,1,en,English,health;news_public_affairs;family_relationships,15,25,10
385,19201,19250,50,5,morphosyntactic_alignment,3,ergative_perfective_alignment,10,ru,Russian,food_household;sports_recreation;workplace,15,25,10
386,19251,19300,50,29,quantifier_scope_and_distributivity,4,negation_quantifier_scope,12,de,German,travel_transport;arts_culture;social_interaction,15,25,10
387,19301,19350,50,2,basic_constituent_order,4,verb_initial_or_predicate_initial_order,13,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
388,19351,19400,50,28,negation_and_polarity_structure,1,sentential_negation,6,en,English,daily_life;education;food_household,15,25,10
389,19401,19450,50,21,possession_and_alienability,2,kinship_possession,6,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
390,19451,19500,50,22,tense_prominence,4,future_marking,1,en,English,travel_transport;arts_culture;social_interaction,15,25,10
391,19501,19550,50,14,definiteness_and_specificity,1,definite_indefinite_article,15,ar,Arabic,sports_recreation;workplace;travel_transport,15,25,10
392,19551,19600,50,24,modality_and_mood,5,conditional_mood,6,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
393,19601,19650,50,26,evidentiality,4,direct_evidence_statement,8,en,English,science_technology;nature_environment;daily_life,15,25,10
394,19651,19700,50,9,analytic_vs_synthetic_encoding,5,agglutinative_multi_feature_word,12,tr,Turkish,daily_life;education;food_household,15,25,10
395,19701,19750,50,32,quotation_and_reported_speech_structure,5,mixed_or_shifted_report_structure,15,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
396,19751,19800,50,22,tense_prominence,5,tense_with_independent_time_adverb,8,fr,French,health;news_public_affairs;family_relationships,15,25,10
397,19801,19850,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,7,fi,Finnish,nature_environment;daily_life;education,15,25,10
398,19851,19900,50,8,causativity_and_valency_change,1,morphological_causative,13,ko,Korean,sports_recreation;workplace;travel_transport,15,25,10
399,19901,19950,50,4,case_marking,3,genitive_possession,10,hi,Hindi,family_relationships;science_technology;nature_environment,15,25,10
400,19951,20000,50,35,focus_and_given_new_marking,2,focus_particle,2,fr,French,health;news_public_affairs;family_relationships,15,25,10
401,20001,20050,50,2,basic_constituent_order,2,object_fronting,7,de,German,food_household;sports_recreation;workplace,15,25,10
402,20051,20100,50,2,basic_constituent_order,3,verb_final_order,5,ja,Japanese,family_relationships;science_technology;nature_environment,15,25,10
403,20101,20150,50,38,speech_act_force_and_request_directness,3,declarative_hint_request,3,es,Spanish,nature_environment;daily_life;education,15,25,10
404,20151,20200,50,26,evidentiality,2,grammatical_inferential,1,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
405,20201,20250,50,27,mirativity_stance_and_affect_marking,4,stance_particle,14,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
406,20251,20300,50,40,orthographic_and_tokenization_interface,3,script_specific_word_segmentation,4,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
407,20301,20350,50,23,aspect_and_event_structure,5,inchoative_or_resultative_event,8,en,English,daily_life;education;food_household,15,25,10
408,20351,20400,50,4,case_marking,1,accusative_object_marking,8,ru,Russian,arts_culture;social_interaction;health,15,25,10
409,20401,20450,50,31,subordination_and_embedding,2,relative_clause,13,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
410,20451,20500,50,25,epistemic_modality,5,epistemic_auxiliary_or_particle,5,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
411,20501,20550,50,21,possession_and_alienability,5,existential_or_predicative_possession,7,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
412,20551,20600,50,7,voice_and_agent_prominence,5,resultative_or_stative_passive,10,ru,Russian,social_interaction;health;news_public_affairs,15,25,10
413,20601,20650,50,38,speech_act_force_and_request_directness,3,declarative_hint_request,4,fr,French,family_relationships;science_technology;nature_environment,15,25,10
414,20651,20700,50,13,redundancy_cumulative_exponence,3,gender_number_across_phrase,1,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
415,20701,20750,50,24,modality_and_mood,5,conditional_mood,9,de,German,sports_recreation;workplace;travel_transport,15,25,10
416,20751,20800,50,21,possession_and_alienability,5,existential_or_predicative_possession,11,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
417,20801,20850,50,16,gender_noun_class,3,pronoun_gender_agreement,8,ru,Russian,news_public_affairs;family_relationships;science_technology,15,25,10
418,20851,20900,50,3,nominal_modifier_order,5,multiple_modifier_order,6,en,English,health;news_public_affairs;family_relationships,15,25,10
419,20901,20950,50,16,gender_noun_class,4,participle_or_predicate_agreement,6,fr,French,workplace;travel_transport;arts_culture,15,25,10
420,20951,21000,50,13,redundancy_cumulative_exponence,5,tense_plus_temporal_adverb,14,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
421,21001,21050,50,27,mirativity_stance_and_affect_marking,4,stance_particle,13,ko,Korean,arts_culture;social_interaction;health,15,25,10
422,21051,21100,50,7,voice_and_agent_prominence,2,agentless_passive,2,de,German,science_technology;nature_environment;daily_life,15,25,10
423,21101,21150,50,29,quantifier_scope_and_distributivity,5,numeral_or_indefinite_distributivity,8,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
424,21151,21200,50,40,orthographic_and_tokenization_interface,1,hyphenation_or_compound_orthography,14,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
425,21201,21250,50,12,optionality_vs_obligatoriness_of_marking,1,optional_subject_expression,12,es,Spanish,nature_environment;daily_life;education,15,25,10
426,21251,21300,50,24,modality_and_mood,3,deontic_obligation,13,en,English,daily_life;education;food_household,15,25,10
427,21301,21350,50,31,subordination_and_embedding,4,nested_embedding,10,ja,Japanese,arts_culture;social_interaction;health,15,25,10
428,21351,21400,50,8,causativity_and_valency_change,2,periphrastic_causative,13,ko,Korean,social_interaction;health;news_public_affairs,15,25,10
429,21401,21450,50,11,agreement_indexing_density,1,subject_verb_agreement,5,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
430,21451,21500,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,4,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
431,21501,21550,50,34,topic_comment_structure,3,marked_topicalization,12,ko,Korean,daily_life;education;food_household,15,25,10
432,21551,21600,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,8,ko,Korean,nature_environment;daily_life;education,15,25,10
433,21601,21650,50,29,quantifier_scope_and_distributivity,2,distributive_each,7,de,German,social_interaction;health;news_public_affairs,15,25,10
434,21651,21700,50,28,negation_and_polarity_structure,2,negative_concord,12,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
435,21701,21750,50,34,topic_comment_structure,5,contrastive_topic,8,zh,Chinese,sports_recreation;workplace;travel_transport,15,25,10
436,21751,21800,50,24,modality_and_mood,2,subjunctive_or_irrealis,1,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
437,21801,21850,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,15,te,Telugu,arts_culture;social_interaction;health,15,25,10
438,21851,21900,50,24,modality_and_mood,1,imperative_mood,5,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
439,21901,21950,50,24,modality_and_mood,4,ability_or_possibility,8,en,English,education;food_household;sports_recreation,15,25,10
440,21951,22000,50,40,orthographic_and_tokenization_interface,4,natural_punctuation_attachment,2,de,German,food_household;sports_recreation;workplace,15,25,10
441,22001,22050,50,3,nominal_modifier_order,1,adjective_head_order,13,fr,French,workplace;travel_transport;arts_culture,15,25,10
442,22051,22100,50,38,speech_act_force_and_request_directness,1,direct_imperative_request,9,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
443,22101,22150,50,8,causativity_and_valency_change,3,lexical_causative,7,ja,Japanese,family_relationships;science_technology;nature_environment,15,25,10
444,22151,22200,50,2,basic_constituent_order,3,verb_final_order,4,ar,Arabic,nature_environment;daily_life;education,15,25,10
445,22201,22250,50,32,quotation_and_reported_speech_structure,3,quotative_particle_or_marker,5,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
446,22251,22300,50,38,speech_act_force_and_request_directness,2,interrogative_request,14,fr,French,nature_environment;daily_life;education,15,25,10
447,22301,22350,50,35,focus_and_given_new_marking,2,focus_particle,7,fr,French,science_technology;nature_environment;daily_life,15,25,10
448,22351,22400,50,36,genericity_and_kind_level_reference,5,generic_conditional_or_generalization,12,de,German,travel_transport;arts_culture;social_interaction,15,25,10
449,22401,22450,50,1,subject_expression_pro_drop,2,discourse_recoverable_subject_omission,11,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
450,22451,22500,50,14,definiteness_and_specificity,3,demonstrative_definiteness,4,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
451,22501,22550,50,16,gender_noun_class,2,article_gender_agreement,6,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
452,22551,22600,50,11,agreement_indexing_density,3,nominal_gender_number_agreement,7,es,Spanish,nature_environment;daily_life;education,15,25,10
453,22601,22650,50,25,epistemic_modality,2,probability_statement,5,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
454,22651,22700,50,11,agreement_indexing_density,5,multi_argument_indexing,9,ar,Arabic,sports_recreation;workplace;travel_transport,15,25,10
455,22701,22750,50,29,quantifier_scope_and_distributivity,3,collective_all,11,en,English,sports_recreation;workplace;travel_transport,15,25,10
456,22751,22800,50,24,modality_and_mood,2,subjunctive_or_irrealis,7,fr,French,health;news_public_affairs;family_relationships,15,25,10
457,22801,22850,50,36,genericity_and_kind_level_reference,4,kind_denoting_reference,13,fr,French,nature_environment;daily_life;education,15,25,10
458,22851,22900,50,40,orthographic_and_tokenization_interface,4,natural_punctuation_attachment,3,fr,French,daily_life;education;food_household,15,25,10
459,22901,22950,50,36,genericity_and_kind_level_reference,3,habitual_generic,3,fr,French,food_household;sports_recreation;workplace,15,25,10
460,22951,23000,50,6,transitivity_valency,5,valency_reduction_or_argument_omission,14,de,German,social_interaction;health;news_public_affairs,15,25,10
461,23001,23050,50,38,speech_act_force_and_request_directness,4,performative_request,14,fr,French,social_interaction;health;news_public_affairs,15,25,10
462,23051,23100,50,27,mirativity_stance_and_affect_marking,4,stance_particle,4,es,Spanish,science_technology;nature_environment;daily_life,15,25,10
463,23101,23150,50,40,orthographic_and_tokenization_interface,3,script_specific_word_segmentation,1,en,English,daily_life;education;food_household,15,25,10
464,23151,23200,50,37,social_deixis_honorifics_status_encoding,5,status_conditioned_request_or_reference,5,hi,Hindi,science_technology;nature_environment;daily_life,15,25,10
465,23201,23250,50,37,social_deixis_honorifics_status_encoding,4,humble_or_deferential_form,15,hi,Hindi,daily_life;education;food_household,15,25,10
466,23251,23300,50,12,optionality_vs_obligatoriness_of_marking,5,optional_particle_or_case_context,1,en,English,science_technology;nature_environment;daily_life,15,25,10
467,23301,23350,50,22,tense_prominence,4,future_marking,4,de,German,nature_environment;daily_life;education,15,25,10
468,23351,23400,50,4,case_marking,5,differential_object_marking,7,fi,Finnish,science_technology;nature_environment;daily_life,15,25,10
469,23401,23450,50,24,modality_and_mood,2,subjunctive_or_irrealis,13,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
470,23451,23500,50,35,focus_and_given_new_marking,1,cleft_focus,1,en,English,arts_culture;social_interaction;health,15,25,10
471,23501,23550,50,16,gender_noun_class,5,gender_assignment_across_nouns,5,hi,Hindi,family_relationships;science_technology;nature_environment,15,25,10
472,23551,23600,50,36,genericity_and_kind_level_reference,3,habitual_generic,5,ru,Russian,science_technology;nature_environment;daily_life,15,25,10
473,23601,23650,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,9,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
474,23651,23700,50,39,deixis_and_perspective_anchoring,1,proximal_distal_demonstrative,1,en,English,daily_life;education;food_household,15,25,10
475,23701,23750,50,34,topic_comment_structure,1,topic_particle,12,ko,Korean,travel_transport;arts_culture;social_interaction,15,25,10
476,23751,23800,50,17,animacy_and_humanness,2,human_nonhuman_reference,9,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
477,23801,23850,50,10,morphological_segmentation_type,4,productive_compounding,6,tr,Turkish,daily_life;education;food_household,15,25,10
478,23851,23900,50,13,redundancy_cumulative_exponence,3,gender_number_across_phrase,4,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
479,23901,23950,50,3,nominal_modifier_order,2,possessor_head_order,1,en,English,arts_culture;social_interaction;health,15,25,10
480,23951,24000,50,33,discourse_relation_marking,4,temporal_sequence_relation,14,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
481,24001,24050,50,23,aspect_and_event_structure,2,perfective_completed_event,7,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
482,24051,24100,50,24,modality_and_mood,3,deontic_obligation,12,fr,French,food_household;sports_recreation;workplace,15,25,10
483,24101,24150,50,23,aspect_and_event_structure,2,perfective_completed_event,5,bg,Bulgarian,social_interaction;health;news_public_affairs,15,25,10
484,24151,24200,50,32,quotation_and_reported_speech_structure,2,indirect_report,3,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
485,24201,24250,50,16,gender_noun_class,2,article_gender_agreement,4,ar,Arabic,daily_life;education;food_household,15,25,10
486,24251,24300,50,16,gender_noun_class,5,gender_assignment_across_nouns,6,fr,French,health;news_public_affairs;family_relationships,15,25,10
487,24301,24350,50,9,analytic_vs_synthetic_encoding,3,periphrastic_modality,1,en,English,education;food_household;sports_recreation,15,25,10
488,24351,24400,50,34,topic_comment_structure,2,left_dislocation,12,ko,Korean,news_public_affairs;family_relationships;science_technology,15,25,10
489,24401,24450,50,27,mirativity_stance_and_affect_marking,5,unexpected_discovery_context,10,en,English,sports_recreation;workplace;travel_transport,15,25,10
490,24451,24500,50,34,topic_comment_structure,2,left_dislocation,1,ja,Japanese,travel_transport;arts_culture;social_interaction,15,25,10
491,24501,24550,50,7,voice_and_agent_prominence,5,resultative_or_stative_passive,12,de,German,sports_recreation;workplace;travel_transport,15,25,10
492,24551,24600,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,10,ja,Japanese,family_relationships;science_technology;nature_environment,15,25,10
493,24601,24650,50,2,basic_constituent_order,1,canonical_clause_order,11,en,English,sports_recreation;workplace;travel_transport,15,25,10
494,24651,24700,50,12,optionality_vs_obligatoriness_of_marking,4,obligatory_agreement_context,4,ja,Japanese,education;food_household;sports_recreation,15,25,10
495,24701,24750,50,14,definiteness_and_specificity,4,specific_indefinite_reference,9,tr,Turkish,education;food_household;sports_recreation,15,25,10
496,24751,24800,50,32,quotation_and_reported_speech_structure,3,quotative_particle_or_marker,12,ja,Japanese,sports_recreation;workplace;travel_transport,15,25,10
497,24801,24850,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,10,de,German,arts_culture;social_interaction;health,15,25,10
498,24851,24900,50,39,deixis_and_perspective_anchoring,4,temporal_deixis,11,en,English,travel_transport;arts_culture;social_interaction,15,25,10
499,24901,24950,50,24,modality_and_mood,5,conditional_mood,5,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
500,24951,25000,50,39,deixis_and_perspective_anchoring,1,proximal_distal_demonstrative,12,ja,Japanese,workplace;travel_transport;arts_culture,15,25,10
501,25001,25050,50,32,quotation_and_reported_speech_structure,5,mixed_or_shifted_report_structure,11,en,English,daily_life;education;food_household,15,25,10
502,25051,25100,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,9,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
503,25101,25150,50,40,orthographic_and_tokenization_interface,2,apostrophe_or_clitic_orthography,4,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
504,25151,25200,50,27,mirativity_stance_and_affect_marking,4,stance_particle,2,ja,Japanese,food_household;sports_recreation;workplace,15,25,10
505,25201,25250,50,4,case_marking,1,accusative_object_marking,10,hi,Hindi,food_household;sports_recreation;workplace,15,25,10
506,25251,25300,50,2,basic_constituent_order,2,object_fronting,6,en,English,workplace;travel_transport;arts_culture,15,25,10
507,25301,25350,50,11,agreement_indexing_density,3,nominal_gender_number_agreement,11,eu,Basque,workplace;travel_transport;arts_culture,15,25,10
508,25351,25400,50,36,genericity_and_kind_level_reference,5,generic_conditional_or_generalization,6,en,English,workplace;travel_transport;arts_culture,15,25,10
509,25401,25450,50,2,basic_constituent_order,4,verb_initial_or_predicate_initial_order,14,ar,Arabic,news_public_affairs;family_relationships;science_technology,15,25,10
510,25451,25500,50,37,social_deixis_honorifics_status_encoding,3,honorific_verb_or_morphology,15,hi,Hindi,news_public_affairs;family_relationships;science_technology,15,25,10
511,25501,25550,50,11,agreement_indexing_density,2,rich_person_number_agreement,11,eu,Basque,daily_life;education;food_household,15,25,10
512,25551,25600,50,6,transitivity_valency,2,monotransitive_clause,2,es,Spanish,arts_culture;social_interaction;health,15,25,10
513,25601,25650,50,18,person_marking_and_person_hierarchy,3,local_vs_nonlocal_participants,12,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
514,25651,25700,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,6,eu,Basque,food_household;sports_recreation;workplace,15,25,10
515,25701,25750,50,40,orthographic_and_tokenization_interface,5,alphanumeric_hashtag_or_filename_like_token,9,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
516,25751,25800,50,33,discourse_relation_marking,3,concessive_relation,4,es,Spanish,science_technology;nature_environment;daily_life,15,25,10
517,25801,25850,50,23,aspect_and_event_structure,3,habitual_aspect,14,tr,Turkish,arts_culture;social_interaction;health,15,25,10
518,25851,25900,50,20,pronoun_richness_and_reduction,1,overt_full_pronoun,5,en,English,education;food_household;sports_recreation,15,25,10
519,25901,25950,50,27,mirativity_stance_and_affect_marking,4,stance_particle,6,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
520,25951,26000,50,14,definiteness_and_specificity,4,specific_indefinite_reference,8,fr,French,sports_recreation;workplace;travel_transport,15,25,10
521,26001,26050,50,6,transitivity_valency,1,intransitive_clause,10,ru,Russian,nature_environment;daily_life;education,15,25,10
522,26051,26100,50,6,transitivity_valency,1,intransitive_clause,1,en,English,workplace;travel_transport;arts_culture,15,25,10
523,26101,26150,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,1,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
524,26151,26200,50,4,case_marking,1,accusative_object_marking,6,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
525,26201,26250,50,17,animacy_and_humanness,1,animate_inanimate_object_contrast,8,hi,Hindi,arts_culture;social_interaction;health,15,25,10
526,26251,26300,50,11,agreement_indexing_density,2,rich_person_number_agreement,2,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
527,26301,26350,50,13,redundancy_cumulative_exponence,1,agreement_redundancy,10,en,English,health;news_public_affairs;family_relationships,15,25,10
528,26351,26400,50,30,conditional_and_counterfactual_marking,5,conditional_mood_form,4,de,German,workplace;travel_transport;arts_culture,15,25,10
529,26401,26450,50,37,social_deixis_honorifics_status_encoding,5,status_conditioned_request_or_reference,10,hi,Hindi,education;food_household;sports_recreation,15,25,10
530,26451,26500,50,15,number_marking,5,number_agreement,4,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
531,26501,26550,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,15,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
532,26551,26600,50,23,aspect_and_event_structure,2,perfective_completed_event,10,bg,Bulgarian,family_relationships;science_technology;nature_environment,15,25,10
533,26601,26650,50,6,transitivity_valency,1,intransitive_clause,3,tr,Turkish,daily_life;education;food_household,15,25,10
534,26651,26700,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,6,en,English,nature_environment;daily_life;education,15,25,10
535,26701,26750,50,21,possession_and_alienability,3,owned_object_possession,13,es,Spanish,science_technology;nature_environment;daily_life,15,25,10
536,26751,26800,50,3,nominal_modifier_order,5,multiple_modifier_order,1,en,English,travel_transport;arts_culture;social_interaction,15,25,10
537,26801,26850,50,19,inclusive_exclusive_distinction,1,inclusive_we_reference,14,ta,Tamil,workplace;travel_transport;arts_culture,15,25,10
538,26851,26900,50,16,gender_noun_class,2,article_gender_agreement,7,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
539,26901,26950,50,36,genericity_and_kind_level_reference,3,habitual_generic,12,de,German,family_relationships;science_technology;nature_environment,15,25,10
540,26951,27000,50,17,animacy_and_humanness,4,animacy_sensitive_case_or_order,14,ja,Japanese,arts_culture;social_interaction;health,15,25,10
541,27001,27050,50,20,pronoun_richness_and_reduction,5,pronoun_reduction_across_connected_clauses,6,es,Spanish,food_household;sports_recreation;workplace,15,25,10
542,27051,27100,50,32,quotation_and_reported_speech_structure,1,direct_quotation,7,ja,Japanese,travel_transport;arts_culture;social_interaction,15,25,10
543,27101,27150,50,6,transitivity_valency,1,intransitive_clause,5,ru,Russian,news_public_affairs;family_relationships;science_technology,15,25,10
544,27151,27200,50,7,voice_and_agent_prominence,4,impersonal_passive,14,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
545,27201,27250,50,12,optionality_vs_obligatoriness_of_marking,1,optional_subject_expression,7,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
546,27251,27300,50,30,conditional_and_counterfactual_marking,2,hypothetical_conditional,15,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
547,27301,27350,50,35,focus_and_given_new_marking,3,fronted_or_marked_focus,8,es,Spanish,daily_life;education;food_household,15,25,10
548,27351,27400,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,5,fi,Finnish,science_technology;nature_environment;daily_life,15,25,10
549,27401,27450,50,19,inclusive_exclusive_distinction,5,inclusive_exclusive_planning_or_command_context,12,te,Telugu,science_technology;nature_environment;daily_life,15,25,10
550,27451,27500,50,3,nominal_modifier_order,3,numeral_head_order,10,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
551,27501,27550,50,11,agreement_indexing_density,2,rich_person_number_agreement,14,ar,Arabic,social_interaction;health;news_public_affairs,15,25,10
552,27551,27600,50,28,negation_and_polarity_structure,5,negation_scope_contrast,9,ru,Russian,family_relationships;science_technology;nature_environment,15,25,10
553,27601,27650,50,21,possession_and_alienability,5,existential_or_predicative_possession,14,ru,Russian,workplace;travel_transport;arts_culture,15,25,10
554,27651,27700,50,29,quantifier_scope_and_distributivity,3,collective_all,6,en,English,daily_life;education;food_household,15,25,10
555,27701,27750,50,26,evidentiality,5,hearsay_or_attributed_evidence,7,bg,Bulgarian,workplace;travel_transport;arts_culture,15,25,10
