variable_id,variable,sentence_activation_test_auroc,sentence_activation_test_auroc_ci_lower,sentence_activation_test_auroc_ci_upper,sentence_activation_val_auroc,sentence_activation_val_auroc_ci_lower,sentence_activation_val_auroc_ci_upper,sentence_best_text_test_auroc,sentence_best_text_test_auroc_ci_lower,sentence_best_text_test_auroc_ci_upper,sentence_best_text_model_kind,sentence_activation_minus_text,sentence_activation_minus_null,sentence_best_layer_idx,sentence_best_representation,sentence_possible_overfit,delta_direction_activation_test_auroc,delta_direction_activation_test_auroc_ci_lower,delta_direction_activation_test_auroc_ci_upper,delta_direction_activation_val_auroc,delta_direction_activation_val_auroc_ci_lower,delta_direction_activation_val_auroc_ci_upper,delta_direction_best_text_test_auroc,delta_direction_best_text_test_auroc_ci_lower,delta_direction_best_text_test_auroc_ci_upper,delta_direction_best_text_model_kind,delta_direction_activation_minus_text,delta_direction_best_layer_idx,delta_direction_best_representation,delta_direction_possible_overfit,train_marker_family_count,val_marker_family_count,test_marker_family_count,train_lexical_domain_count,val_lexical_domain_count,test_lexical_domain_count,test_has_heldout_marker_family,test_has_heldout_lexical_domain,test_marker_families_all_heldout_from_train,test_lexical_domains_all_heldout_from_train,test_marker_train_overlap_count,test_lexical_train_overlap_count,val_marker_train_overlap_count,val_lexical_train_overlap_count,split_control_strength,train_marker_families,test_marker_families,train_lexical_domains,test_lexical_domains,sentence_layer_stability_layer_stability_threshold,sentence_layer_stability_best_layer_idx,sentence_layer_stability_best_layer_name,sentence_layer_stability_best_representation,sentence_layer_stability_best_val_auroc,sentence_layer_stability_best_test_auroc,sentence_layer_stability_layers_above_threshold_count,sentence_layer_stability_max_adjacent_layers_above_threshold,sentence_layer_stability_signal_beyond_layer_2,sentence_layer_stability_layers_above_threshold,delta_direction_layer_stability_layer_stability_threshold,delta_direction_layer_stability_best_layer_idx,delta_direction_layer_stability_best_layer_name,delta_direction_layer_stability_best_representation,delta_direction_layer_stability_best_val_auroc,delta_direction_layer_stability_best_test_auroc,delta_direction_layer_stability_layers_above_threshold_count,delta_direction_layer_stability_max_adjacent_layers_above_threshold,delta_direction_layer_stability_signal_beyond_layer_2,delta_direction_layer_stability_layers_above_threshold,level_1_activation_recoverability_pass,level_1_threshold,level_2_text_evidence_category,level_2_text_artifact_status,level_2_activation_beats_text_pass,level_2_text_control_nonblocking,level_2_surface_visible_nonblocking,level_3_directional_consistency_pass,level_3_threshold,level_4_split_generalization_pass,level_4_has_test_marker_or_domain_holdout,level_4_strong_marker_and_domain_holdout,learned_activation_direction_viability_pass,learned_activation_direction_viability_status,early_layer_artifact_risk,null_label_control_pass,possible_overfit_flag,evidence_status,ready_for_learned_activation_direction_viability,mechanistic_claim_allowed,claim_scope,recommended_next_action
29,quantifier_scope_and_distributivity,0.86,0.7910522417362746,0.9301496914867549,0.922,0.8606754428120721,0.9691066704871837,0.8535999999999999,0.7727418707346447,0.9165272537954818,char_tfidf,0.006400000000000072,0.31599999999999995,1,mean_pooled,False,0.9743999999999999,0.9482757575757577,0.9927971188475391,1.0,0.9999999999999999,1.0,0.6472,0.5376320378362104,0.7523490870162889,char_tfidf,0.32719999999999994,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""existential_quantifier"", ""negative_quantifier"", ""universal_quantifier""]","[""collective_distributive_paraphrase"", ""scope_reordering_quantifier""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,1,layer_1,mean_pooled,0.922,0.86,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
30,conditional_and_counterfactual_marking,0.7072,0.5993392487304947,0.8032901368845502,0.7192,0.6133232323232323,0.8185593202798359,0.5808,0.46437575030012007,0.6982801467855816,length_punct,0.12640000000000007,0.06840000000000002,15,final_token,True,0.9284,0.8767742330160917,0.9703994689388711,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,length_punct,0.4284,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""counterfactual_if_had"", ""hypothetical_modal_conditional"", ""if_then_conditional""]","[""sufficient_condition_paraphrase"", ""unmarked_dependency_conditional""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,final_token,0.7192,0.7072,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,0.9284,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,False,True,failed_null_label_control,False,False,activation-recoverable structural cue with activation stronger than text baseline,Inspect for leakage or train/eval bugs; activation result is too close to the best shuffled-label control.
31,subordination_and_embedding,0.5,0.36363636363636365,0.6415431266846362,1.0,0.9999999999999999,1.0,0.5,0.36363636363636365,0.6415431266846361,word_tfidf,0.0,0.014800000000000035,0,final_token,False,0.7468,0.6380675220908035,0.8352500364219114,1.0,0.9999999999999999,1.0,0.5,0.3928473964139726,0.6118617507609104,word_tfidf,0.24680000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""belief_embedding"", ""claim_embedding"", ""reason_clause""]","[""nonfinite_embedding"", ""recursive_embedding""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,20,layer_20,final_token,1.0,0.5188,0,0,False,[],0.7,1,layer_1,final_token,1.0,0.75,13,5,True,"[0, 1, 2, 3, 4, 14, 15, 16, 18, 19, 20, 21, 22]",False,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,False,True,True,False,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
32,quotation_and_reported_speech_structure,0.998,0.9923874385287034,1.0,0.9812,0.9511054750402577,0.9988091666666665,0.9421999999999999,0.9074671422327673,0.9694030612244897,word_tfidf,0.05580000000000007,0.37359999999999993,6,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.38735288660918915,0.61459375,word_tfidf,0.5,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_direct_quote_punctuation"", ""english_indirect_report"", ""japanese_quotative_to""]","[""embedded_claim_report"", ""paraphrased_report""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,mean_pooled,0.9812,0.998,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
33,discourse_relation_marking,0.4592,0.3504925582805952,0.5717239583333333,0.6624,0.5491084285581568,0.7640967143552537,0.046400000000000004,0.015619926948051952,0.08363643781758837,length_punct,0.4128,-0.04439999999999994,6,final_token,True,0.0864,0.039504590163934435,0.149671937318379,0.75,0.6464995941558442,0.8460563428342032,0.5,0.5,0.5,length_punct,-0.41359999999999997,5,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""causal_connective"", ""contrast_connective"", ""result_connective""]","[""concessive_relation_without_marker"", ""connective_absent_relation""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,final_token,0.6624,0.4592,0,0,False,[],0.7,5,layer_5,final_token,0.75,0.0864,0,0,False,[],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
34,topic_comment_structure,0.8855999999999999,0.8120840097402598,0.9527286187202154,0.8872,0.8117103949217181,0.9468678775858169,0.7604,0.6650410628019323,0.8504028910024154,char_tfidf,0.12519999999999998,0.36719999999999997,7,mean_pooled,False,0.9995999999999999,0.9975843214756258,1.0,0.944,0.8989898989898991,0.9788281934965877,0.5784,0.46642234243275804,0.6841582487363768,char_tfidf,0.4211999999999999,12,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""neutral_subject_marker"", ""topic_fronting"", ""wa_topic_marker""]","[""old_new_topic_comment"", ""topic_absent_discourse_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,7,layer_7,mean_pooled,0.8872,0.8855999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,mean_pooled,0.944,0.9995999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
35,focus_and_given_new_marking,0.8976,0.8226391693111232,0.961139375,0.6275999999999999,0.5095855989515721,0.7363123993558776,0.9914,0.9771591449079632,1.0,length_punct,-0.0938,0.3228,0,final_token,True,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.7238,0.6336084433773509,0.8064652899184148,word_tfidf,0.2762,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_cleft_focus"", ""english_contrastive_focus"", ""japanese_ga_focus""]","[""given_new_information_order"", ""plain_clause_focus_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,0.6275999999999999,0.8976,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
36,genericity_and_kind_level_reference,0.8064,0.710939090872067,0.8856720027406169,0.8364,0.7559681471823587,0.9112965747397702,0.8615999999999999,0.7769220465524814,0.9361348697236082,char_tfidf,-0.055199999999999916,0.15680000000000005,12,final_token,True,0.9472,0.9012631411970614,0.9817535876623377,0.9556,0.9180717410962294,0.9826977382520861,0.8086,0.7165660225442834,0.8911612202712745,word_tfidf,0.13860000000000006,12,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""bare_plural_generic"", ""habitual_generalization"", ""specific_individual_reference""]","[""kind_level_statement"", ""statistical_generalization""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,final_token,0.8364,0.8064,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,final_token,0.9556,0.9472,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
37,social_deixis_honorifics_status_encoding,0.5544,0.4407457126207126,0.6707167678643116,0.9456,0.898358693477391,0.9822866344605474,0.7276,0.6138245703741152,0.8349360909822867,char_tfidf,-0.17320000000000002,-0.0052000000000000934,3,mean_pooled,False,0.75,0.6412093246389465,0.8401506249999999,1.0,0.9999999999999999,1.0,0.5512,0.43448715423669465,0.6604078571428571,char_tfidf,0.19879999999999998,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_deference_phrase"", ""formal_request_level"", ""korean_honorific_speech_level""]","[""speaker_humility_marker"", ""status_asymmetry_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,3,layer_3,mean_pooled,0.9456,0.5544,1,1,False,[0],0.7,0,layer_0,final_token,1.0,0.75,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,False,True,True,False,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
38,speech_act_force_and_request_directness,0.7192,0.610578081091931,0.8169608126200133,0.8936,0.8161057692307693,0.9508140101467017,0.6040000000000001,0.4941278787878788,0.7123893419692536,length_punct,0.11519999999999986,0.13759999999999994,22,mean_pooled,False,0.58,0.46152336553945256,0.6858997584541063,1.0,0.9999999999999999,1.0,0.468,0.3529919642857143,0.5794406660875745,char_tfidf,0.11199999999999993,2,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""direct_request"", ""imperative_command"", ""interrogative_question""]","[""performative_speech_act"", ""warning_threat_contrast""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,22,layer_22,mean_pooled,0.8936,0.7192,21,19,True,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,2,layer_2,final_token,1.0,0.58,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,False,not_run,False,True,False,level3_failed_unstable_delta_direction,False,False,activation-recoverable structural cue with activation stronger than text baseline,Keep as recoverable but not directionally stable; do not move to SAE-style interpretation yet.
39,deixis_and_perspective_anchoring,0.5972000000000001,0.48727418271383793,0.698520034891669,0.62,0.5097985216118271,0.7246469900336864,0.491,0.38463067573356186,0.603242551566081,length_punct,0.10620000000000007,0.1508000000000001,0,final_token,True,0.8816,0.81159125,0.9399577001435937,0.81,0.7204050480769231,0.8919589995088945,0.49999999999999994,0.3860507246376812,0.616394816390506,word_tfidf,0.3816000000000001,14,mean_pooled,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""demonstrative_deixis"", ""spatial_deixis"", ""temporal_deixis""]","[""proximal_distal_context"", ""speaker_listener_anchor_shift""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,mean_pooled,0.62,0.6368,0,0,False,[],0.7,14,layer_14,mean_pooled,0.81,0.8816,23,19,True,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,True,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
40,orthographic_and_tokenization_interface,0.49,0.4666525423728814,0.5,0.731,0.6531505613197188,0.8009466893315936,0.49999999999999994,0.3920065625,0.6082195905258931,length_punct,-0.009999999999999953,-0.028800000000000048,0,final_token,True,0.518,0.40262001958580884,0.6397618165993447,0.8508,0.7687517171717172,0.9139562621286759,0.5,0.5,0.5,char_tfidf,0.018000000000000016,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""capitalization_variant"", ""punctuation_variant"", ""spacing_variant""]","[""mandarin_segmented_control"", ""mandarin_unsegmented_script""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,0.731,0.49,0,0,False,[],0.7,0,layer_0,final_token,0.8508,0.518,0,0,False,[],False,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
