variable_id,variable,field,split,group,n,seen_in_train
27,mirativity_stance_and_affect_marking,marker_family,train,surprise_adverbial,134,True
27,mirativity_stance_and_affect_marking,marker_family,train,unexpectedness_marker,133,True
27,mirativity_stance_and_affect_marking,marker_family,val,evaluative_stance_phrase,50,False
27,mirativity_stance_and_affect_marking,marker_family,test,mirative_reaction_construction,26,False
27,mirativity_stance_and_affect_marking,marker_family,test,speaker_attitude_particle,24,False
27,mirativity_stance_and_affect_marking,lexical_domain,train,community_services,66,True
27,mirativity_stance_and_affect_marking,lexical_domain,train,education,67,True
27,mirativity_stance_and_affect_marking,lexical_domain,train,engineering,67,True
27,mirativity_stance_and_affect_marking,lexical_domain,train,healthcare,67,True
27,mirativity_stance_and_affect_marking,lexical_domain,train,logistics,67,True
27,mirativity_stance_and_affect_marking,lexical_domain,train,workplace_operations,66,True
27,mirativity_stance_and_affect_marking,lexical_domain,val,agriculture,25,False
27,mirativity_stance_and_affect_marking,lexical_domain,val,finance,25,False
27,mirativity_stance_and_affect_marking,lexical_domain,test,legal,17,False
27,mirativity_stance_and_affect_marking,lexical_domain,test,public_administration,16,False
27,mirativity_stance_and_affect_marking,lexical_domain,test,scientific_research,17,False
28,negation_and_polarity_structure,marker_family,train,denial_phrase,133,True
28,negation_and_polarity_structure,marker_family,train,never_negation,67,True
28,negation_and_polarity_structure,marker_family,train,simple_not_negation,200,True
28,negation_and_polarity_structure,marker_family,val,no_longer_negation,50,False
28,negation_and_polarity_structure,marker_family,test,failed_to_negative_predicate,16,False
28,negation_and_polarity_structure,marker_family,test,neither_nor_construction,17,False
28,negation_and_polarity_structure,marker_family,test,without_negative_construction,17,False
28,negation_and_polarity_structure,lexical_domain,train,community_services,66,True
28,negation_and_polarity_structure,lexical_domain,train,education,67,True
28,negation_and_polarity_structure,lexical_domain,train,engineering,67,True
28,negation_and_polarity_structure,lexical_domain,train,healthcare,67,True
28,negation_and_polarity_structure,lexical_domain,train,logistics,67,True
28,negation_and_polarity_structure,lexical_domain,train,workplace_operations,66,True
28,negation_and_polarity_structure,lexical_domain,val,agriculture,25,False
28,negation_and_polarity_structure,lexical_domain,val,finance,25,False
28,negation_and_polarity_structure,lexical_domain,test,legal,17,False
28,negation_and_polarity_structure,lexical_domain,test,public_administration,17,False
28,negation_and_polarity_structure,lexical_domain,test,scientific_research,16,False
29,quantifier_scope_and_distributivity,marker_family,train,existential_quantifier,66,True
29,quantifier_scope_and_distributivity,marker_family,train,negative_quantifier,67,True
29,quantifier_scope_and_distributivity,marker_family,train,universal_quantifier,267,True
29,quantifier_scope_and_distributivity,marker_family,val,distributive_each_marker,50,False
29,quantifier_scope_and_distributivity,marker_family,test,collective_distributive_paraphrase,8,False
29,quantifier_scope_and_distributivity,marker_family,test,scope_reordering_quantifier,42,False
29,quantifier_scope_and_distributivity,lexical_domain,train,community_services,66,True
29,quantifier_scope_and_distributivity,lexical_domain,train,education,67,True
29,quantifier_scope_and_distributivity,lexical_domain,train,engineering,67,True
29,quantifier_scope_and_distributivity,lexical_domain,train,healthcare,67,True
29,quantifier_scope_and_distributivity,lexical_domain,train,logistics,67,True
29,quantifier_scope_and_distributivity,lexical_domain,train,workplace_operations,66,True
29,quantifier_scope_and_distributivity,lexical_domain,val,agriculture,25,False
29,quantifier_scope_and_distributivity,lexical_domain,val,finance,25,False
29,quantifier_scope_and_distributivity,lexical_domain,test,legal,17,False
29,quantifier_scope_and_distributivity,lexical_domain,test,public_administration,17,False
29,quantifier_scope_and_distributivity,lexical_domain,test,scientific_research,16,False
30,conditional_and_counterfactual_marking,marker_family,train,counterfactual_if_had,201,True
30,conditional_and_counterfactual_marking,marker_family,train,hypothetical_modal_conditional,115,True
30,conditional_and_counterfactual_marking,marker_family,train,if_then_conditional,84,True
30,conditional_and_counterfactual_marking,marker_family,val,concessive_conditional,50,False
30,conditional_and_counterfactual_marking,marker_family,test,sufficient_condition_paraphrase,25,False
30,conditional_and_counterfactual_marking,marker_family,test,unmarked_dependency_conditional,25,False
30,conditional_and_counterfactual_marking,lexical_domain,train,community_services,66,True
30,conditional_and_counterfactual_marking,lexical_domain,train,education,67,True
30,conditional_and_counterfactual_marking,lexical_domain,train,engineering,67,True
30,conditional_and_counterfactual_marking,lexical_domain,train,healthcare,67,True
30,conditional_and_counterfactual_marking,lexical_domain,train,logistics,67,True
30,conditional_and_counterfactual_marking,lexical_domain,train,workplace_operations,66,True
30,conditional_and_counterfactual_marking,lexical_domain,val,agriculture,25,False
30,conditional_and_counterfactual_marking,lexical_domain,val,finance,25,False
30,conditional_and_counterfactual_marking,lexical_domain,test,legal,18,False
30,conditional_and_counterfactual_marking,lexical_domain,test,public_administration,16,False
30,conditional_and_counterfactual_marking,lexical_domain,test,scientific_research,16,False
31,subordination_and_embedding,marker_family,train,belief_embedding,160,True
31,subordination_and_embedding,marker_family,train,claim_embedding,120,True
31,subordination_and_embedding,marker_family,train,reason_clause,120,True
31,subordination_and_embedding,marker_family,val,evidence_clause,50,False
31,subordination_and_embedding,marker_family,test,nonfinite_embedding,25,False
31,subordination_and_embedding,marker_family,test,recursive_embedding,25,False
31,subordination_and_embedding,lexical_domain,train,community_services,67,True
31,subordination_and_embedding,lexical_domain,train,education,66,True
31,subordination_and_embedding,lexical_domain,train,engineering,67,True
31,subordination_and_embedding,lexical_domain,train,healthcare,68,True
31,subordination_and_embedding,lexical_domain,train,logistics,66,True
31,subordination_and_embedding,lexical_domain,train,workplace_operations,66,True
31,subordination_and_embedding,lexical_domain,val,agriculture,25,False
31,subordination_and_embedding,lexical_domain,val,finance,25,False
31,subordination_and_embedding,lexical_domain,test,legal,17,False
31,subordination_and_embedding,lexical_domain,test,public_administration,16,False
31,subordination_and_embedding,lexical_domain,test,scientific_research,17,False
32,quotation_and_reported_speech_structure,marker_family,train,english_direct_quote_punctuation,120,True
32,quotation_and_reported_speech_structure,marker_family,train,english_indirect_report,140,True
32,quotation_and_reported_speech_structure,marker_family,train,japanese_quotative_to,140,True
32,quotation_and_reported_speech_structure,marker_family,val,source_attribution_report,50,False
32,quotation_and_reported_speech_structure,marker_family,test,embedded_claim_report,21,False
32,quotation_and_reported_speech_structure,marker_family,test,paraphrased_report,29,False
32,quotation_and_reported_speech_structure,lexical_domain,train,community_services,66,True
32,quotation_and_reported_speech_structure,lexical_domain,train,education,67,True
32,quotation_and_reported_speech_structure,lexical_domain,train,engineering,67,True
32,quotation_and_reported_speech_structure,lexical_domain,train,healthcare,67,True
32,quotation_and_reported_speech_structure,lexical_domain,train,logistics,67,True
32,quotation_and_reported_speech_structure,lexical_domain,train,workplace_operations,66,True
32,quotation_and_reported_speech_structure,lexical_domain,val,agriculture,25,False
32,quotation_and_reported_speech_structure,lexical_domain,val,finance,25,False
32,quotation_and_reported_speech_structure,lexical_domain,test,legal,17,False
32,quotation_and_reported_speech_structure,lexical_domain,test,public_administration,16,False
32,quotation_and_reported_speech_structure,lexical_domain,test,scientific_research,17,False
33,discourse_relation_marking,marker_family,train,causal_connective,100,True
33,discourse_relation_marking,marker_family,train,contrast_connective,100,True
33,discourse_relation_marking,marker_family,train,result_connective,200,True
33,discourse_relation_marking,marker_family,val,temporal_connective,50,False
33,discourse_relation_marking,marker_family,test,concessive_relation_without_marker,25,False
33,discourse_relation_marking,marker_family,test,connective_absent_relation,25,False
33,discourse_relation_marking,lexical_domain,train,community_services,66,True
33,discourse_relation_marking,lexical_domain,train,education,67,True
33,discourse_relation_marking,lexical_domain,train,engineering,67,True
33,discourse_relation_marking,lexical_domain,train,healthcare,67,True
33,discourse_relation_marking,lexical_domain,train,logistics,67,True
33,discourse_relation_marking,lexical_domain,train,workplace_operations,66,True
33,discourse_relation_marking,lexical_domain,val,agriculture,25,False
33,discourse_relation_marking,lexical_domain,val,finance,25,False
33,discourse_relation_marking,lexical_domain,test,legal,17,False
33,discourse_relation_marking,lexical_domain,test,public_administration,16,False
33,discourse_relation_marking,lexical_domain,test,scientific_research,17,False
34,topic_comment_structure,marker_family,train,neutral_subject_marker,67,True
34,topic_comment_structure,marker_family,train,topic_fronting,133,True
34,topic_comment_structure,marker_family,train,wa_topic_marker,200,True
34,topic_comment_structure,marker_family,val,contrastive_topic_marker,50,False
34,topic_comment_structure,marker_family,test,old_new_topic_comment,42,False
34,topic_comment_structure,marker_family,test,topic_absent_discourse_context,8,False
34,topic_comment_structure,lexical_domain,train,community_services,66,True
34,topic_comment_structure,lexical_domain,train,education,67,True
34,topic_comment_structure,lexical_domain,train,engineering,67,True
34,topic_comment_structure,lexical_domain,train,healthcare,67,True
34,topic_comment_structure,lexical_domain,train,logistics,67,True
34,topic_comment_structure,lexical_domain,train,workplace_operations,66,True
34,topic_comment_structure,lexical_domain,val,agriculture,25,False
34,topic_comment_structure,lexical_domain,val,finance,25,False
34,topic_comment_structure,lexical_domain,test,legal,17,False
34,topic_comment_structure,lexical_domain,test,public_administration,16,False
34,topic_comment_structure,lexical_domain,test,scientific_research,17,False
35,focus_and_given_new_marking,marker_family,train,english_cleft_focus,102,True
35,focus_and_given_new_marking,marker_family,train,english_contrastive_focus,98,True
35,focus_and_given_new_marking,marker_family,train,japanese_ga_focus,200,True
35,focus_and_given_new_marking,marker_family,val,focus_particle_only,50,False
35,focus_and_given_new_marking,marker_family,test,given_new_information_order,23,False
35,focus_and_given_new_marking,marker_family,test,plain_clause_focus_context,27,False
35,focus_and_given_new_marking,lexical_domain,train,community_services,66,True
35,focus_and_given_new_marking,lexical_domain,train,education,67,True
35,focus_and_given_new_marking,lexical_domain,train,engineering,67,True
35,focus_and_given_new_marking,lexical_domain,train,healthcare,67,True
35,focus_and_given_new_marking,lexical_domain,train,logistics,67,True
35,focus_and_given_new_marking,lexical_domain,train,workplace_operations,66,True
35,focus_and_given_new_marking,lexical_domain,val,agriculture,25,False
35,focus_and_given_new_marking,lexical_domain,val,finance,25,False
35,focus_and_given_new_marking,lexical_domain,test,legal,17,False
35,focus_and_given_new_marking,lexical_domain,test,public_administration,16,False
35,focus_and_given_new_marking,lexical_domain,test,scientific_research,17,False
36,genericity_and_kind_level_reference,marker_family,train,bare_plural_generic,133,True
36,genericity_and_kind_level_reference,marker_family,train,habitual_generalization,134,True
36,genericity_and_kind_level_reference,marker_family,train,specific_individual_reference,133,True
36,genericity_and_kind_level_reference,marker_family,val,norm_like_statement,50,False
36,genericity_and_kind_level_reference,marker_family,test,kind_level_statement,33,False
36,genericity_and_kind_level_reference,marker_family,test,statistical_generalization,17,False
36,genericity_and_kind_level_reference,lexical_domain,train,community_services,66,True
36,genericity_and_kind_level_reference,lexical_domain,train,education,67,True
36,genericity_and_kind_level_reference,lexical_domain,train,engineering,67,True
36,genericity_and_kind_level_reference,lexical_domain,train,healthcare,67,True
36,genericity_and_kind_level_reference,lexical_domain,train,logistics,67,True
36,genericity_and_kind_level_reference,lexical_domain,train,workplace_operations,66,True
36,genericity_and_kind_level_reference,lexical_domain,val,agriculture,25,False
36,genericity_and_kind_level_reference,lexical_domain,val,finance,25,False
36,genericity_and_kind_level_reference,lexical_domain,test,legal,17,False
36,genericity_and_kind_level_reference,lexical_domain,test,public_administration,17,False
36,genericity_and_kind_level_reference,lexical_domain,test,scientific_research,16,False
37,social_deixis_honorifics_status_encoding,marker_family,train,english_deference_phrase,67,True
37,social_deixis_honorifics_status_encoding,marker_family,train,formal_request_level,133,True
37,social_deixis_honorifics_status_encoding,marker_family,train,korean_honorific_speech_level,200,True
37,social_deixis_honorifics_status_encoding,marker_family,val,referent_honorific,50,False
37,social_deixis_honorifics_status_encoding,marker_family,test,speaker_humility_marker,25,False
37,social_deixis_honorifics_status_encoding,marker_family,test,status_asymmetry_context,25,False
37,social_deixis_honorifics_status_encoding,lexical_domain,train,community_services,66,True
37,social_deixis_honorifics_status_encoding,lexical_domain,train,education,67,True
37,social_deixis_honorifics_status_encoding,lexical_domain,train,engineering,67,True
37,social_deixis_honorifics_status_encoding,lexical_domain,train,healthcare,67,True
37,social_deixis_honorifics_status_encoding,lexical_domain,train,logistics,67,True
37,social_deixis_honorifics_status_encoding,lexical_domain,train,workplace_operations,66,True
37,social_deixis_honorifics_status_encoding,lexical_domain,val,agriculture,25,False
37,social_deixis_honorifics_status_encoding,lexical_domain,val,finance,25,False
37,social_deixis_honorifics_status_encoding,lexical_domain,test,legal,17,False
37,social_deixis_honorifics_status_encoding,lexical_domain,test,public_administration,16,False
37,social_deixis_honorifics_status_encoding,lexical_domain,test,scientific_research,17,False
38,speech_act_force_and_request_directness,marker_family,train,direct_request,228,True
38,speech_act_force_and_request_directness,marker_family,train,imperative_command,114,True
38,speech_act_force_and_request_directness,marker_family,train,interrogative_question,58,True
38,speech_act_force_and_request_directness,marker_family,val,indirect_request,50,False
38,speech_act_force_and_request_directness,marker_family,test,performative_speech_act,36,False
38,speech_act_force_and_request_directness,marker_family,test,warning_threat_contrast,14,False
38,speech_act_force_and_request_directness,lexical_domain,train,community_services,69,True
38,speech_act_force_and_request_directness,lexical_domain,train,education,65,True
38,speech_act_force_and_request_directness,lexical_domain,train,engineering,65,True
38,speech_act_force_and_request_directness,lexical_domain,train,healthcare,67,True
38,speech_act_force_and_request_directness,lexical_domain,train,logistics,66,True
38,speech_act_force_and_request_directness,lexical_domain,train,workplace_operations,68,True
38,speech_act_force_and_request_directness,lexical_domain,val,agriculture,24,False
38,speech_act_force_and_request_directness,lexical_domain,val,finance,26,False
38,speech_act_force_and_request_directness,lexical_domain,test,legal,16,False
38,speech_act_force_and_request_directness,lexical_domain,test,public_administration,16,False
38,speech_act_force_and_request_directness,lexical_domain,test,scientific_research,18,False
39,deixis_and_perspective_anchoring,marker_family,train,demonstrative_deixis,120,True
39,deixis_and_perspective_anchoring,marker_family,train,spatial_deixis,120,True
39,deixis_and_perspective_anchoring,marker_family,train,temporal_deixis,160,True
39,deixis_and_perspective_anchoring,marker_family,val,person_perspective_shift,50,False
39,deixis_and_perspective_anchoring,marker_family,test,proximal_distal_context,31,False
39,deixis_and_perspective_anchoring,marker_family,test,speaker_listener_anchor_shift,19,False
39,deixis_and_perspective_anchoring,lexical_domain,train,community_services,66,True
39,deixis_and_perspective_anchoring,lexical_domain,train,education,67,True
39,deixis_and_perspective_anchoring,lexical_domain,train,engineering,67,True
39,deixis_and_perspective_anchoring,lexical_domain,train,healthcare,67,True
39,deixis_and_perspective_anchoring,lexical_domain,train,logistics,67,True
39,deixis_and_perspective_anchoring,lexical_domain,train,workplace_operations,66,True
39,deixis_and_perspective_anchoring,lexical_domain,val,agriculture,25,False
39,deixis_and_perspective_anchoring,lexical_domain,val,finance,25,False
39,deixis_and_perspective_anchoring,lexical_domain,test,legal,17,False
39,deixis_and_perspective_anchoring,lexical_domain,test,public_administration,16,False
39,deixis_and_perspective_anchoring,lexical_domain,test,scientific_research,17,False
40,orthographic_and_tokenization_interface,marker_family,train,capitalization_variant,134,True
40,orthographic_and_tokenization_interface,marker_family,train,punctuation_variant,133,True
40,orthographic_and_tokenization_interface,marker_family,train,spacing_variant,133,True
40,orthographic_and_tokenization_interface,marker_family,val,chinese_punctuation_variant,50,False
40,orthographic_and_tokenization_interface,marker_family,test,mandarin_segmented_control,25,False
40,orthographic_and_tokenization_interface,marker_family,test,mandarin_unsegmented_script,25,False
40,orthographic_and_tokenization_interface,lexical_domain,train,community_services,66,True
40,orthographic_and_tokenization_interface,lexical_domain,train,education,67,True
40,orthographic_and_tokenization_interface,lexical_domain,train,engineering,67,True
40,orthographic_and_tokenization_interface,lexical_domain,train,healthcare,67,True
40,orthographic_and_tokenization_interface,lexical_domain,train,logistics,67,True
40,orthographic_and_tokenization_interface,lexical_domain,train,workplace_operations,66,True
40,orthographic_and_tokenization_interface,lexical_domain,val,agriculture,25,False
40,orthographic_and_tokenization_interface,lexical_domain,val,finance,25,False
40,orthographic_and_tokenization_interface,lexical_domain,test,legal,17,False
40,orthographic_and_tokenization_interface,lexical_domain,test,public_administration,16,False
40,orthographic_and_tokenization_interface,lexical_domain,test,scientific_research,17,False
