variable_id,variable,pooling,feature_id,field,split,group,n,effect,abs_effect,nonzero_fraction,same_as_train_direction,seen_in_train,eligible
11,agreement_indexing_density,mean,758,lexical_domain,test,public_administration,16,0.6708906521668353,0.6708906521668353,0.6875,True,False,True
11,agreement_indexing_density,mean,758,lexical_domain,test,scientific_research,16,0.6740269453492214,0.6740269453492214,0.8125,True,False,True
11,agreement_indexing_density,final,8113,marker_family,train,adjective_noun_agreement,133,0.8925002553720229,0.8925002553720229,0.9548872180451128,True,True,True
11,agreement_indexing_density,final,8113,marker_family,train,determiner_noun_gender_agreement,133,0.8708365341984248,0.8708365341984248,0.9849624060150376,True,True,True
11,agreement_indexing_density,final,8113,marker_family,train,subject_verb_number_agreement,134,0.8908389150750862,0.8908389150750862,0.8656716417910447,True,True,True
11,agreement_indexing_density,final,8113,marker_family,val,determiner_noun_adjective_stack,50,0.6696402197752138,0.6696402197752138,0.62,True,False,True
11,agreement_indexing_density,final,8113,marker_family,test,agreement_shift_without_lexical_change,25,0.9591145885536483,0.9591145885536483,1.0,True,False,True
11,agreement_indexing_density,final,8113,marker_family,test,verb_person_indexing,25,0.33794541537732414,0.33794541537732414,0.32,True,False,True
11,agreement_indexing_density,final,8113,lexical_domain,train,community_services,66,0.8892705320129783,0.8892705320129783,1.0,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,train,education,66,0.86166138978111,0.86166138978111,0.9393939393939394,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,train,engineering,67,0.8432719661960436,0.8432719661960436,0.835820895522388,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,train,healthcare,69,0.8822739623695295,0.8822739623695295,0.9710144927536232,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,train,logistics,66,0.8553814559676033,0.8553814559676033,0.9393939393939394,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,train,workplace_operations,66,0.8475639616917997,0.8475639616917997,0.9242424242424242,True,True,True
11,agreement_indexing_density,final,8113,lexical_domain,val,agriculture,25,0.7252682696693231,0.7252682696693231,0.68,True,False,True
11,agreement_indexing_density,final,8113,lexical_domain,val,finance,25,0.60985874177302,0.60985874177302,0.56,True,False,True
11,agreement_indexing_density,final,8113,lexical_domain,test,legal,18,0.7400630514772754,0.7400630514772754,0.7777777777777778,True,False,True
11,agreement_indexing_density,final,8113,lexical_domain,test,public_administration,16,0.7047355677488378,0.7047355677488378,0.5625,True,False,True
11,agreement_indexing_density,final,8113,lexical_domain,test,scientific_research,16,0.691714766907667,0.691714766907667,0.625,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,train,aspect_marker_optional,200,0.1883432640774772,0.1883432640774772,0.395,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,train,bare_nominal_context,66,0.45519819371180453,0.45519819371180453,0.22727272727272727,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,train,temporal_adverb_optional,134,0.6502281048811159,0.6502281048811159,0.6940298507462687,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,val,classifier_number_optional,50,0.5193761825587443,0.5193761825587443,0.3,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,test,context_only_temporal_inference,25,0.8252602906931529,0.8252602906931529,1.0,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,marker_family,test,marker_absence_with_context,25,-0.3200536645739867,0.3200536645739867,0.36,False,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,community_services,66,-0.0011791810541135874,0.0011791810541135874,0.6515151515151515,False,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,education,67,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,engineering,67,0.5861105885199911,0.5861105885199911,0.3880597014925373,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,healthcare,67,0.7088536859742451,0.7088536859742451,1.0,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,logistics,67,0.41082080046227043,0.41082080046227043,0.5373134328358209,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,train,workplace_operations,66,0.45519819371180453,0.45519819371180453,0.22727272727272727,True,True,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,val,agriculture,25,0.4469747439422165,0.4469747439422165,0.2,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,val,finance,25,0.5832302120511269,0.5832302120511269,0.4,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,test,legal,17,0.5741887504462085,0.5741887504462085,0.7058823529411765,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,test,public_administration,16,0.5252062689326139,0.5252062689326139,0.625,True,False,True
12,optionality_vs_obligatoriness_of_marking,mean,9607,lexical_domain,test,scientific_research,17,0.5200536838791612,0.5200536838791612,0.7058823529411765,True,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,train,aspect_marker_optional,200,-0.2164961001944579,0.2164961001944579,0.055,True,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,train,bare_nominal_context,66,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,train,temporal_adverb_optional,134,-0.2842463101337861,0.2842463101337861,0.1044776119402985,True,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,val,classifier_number_optional,50,-0.14142135186009153,0.14142135186009153,0.02,True,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,test,context_only_temporal_inference,25,0.0,0.0,0.0,False,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,marker_family,test,marker_absence_with_context,25,0.0,0.0,0.0,False,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,community_services,66,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,education,67,-0.37404829212800467,0.37404829212800467,0.16417910447761194,True,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,engineering,67,-0.40198499066918525,0.40198499066918525,0.208955223880597,True,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,healthcare,67,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,logistics,67,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,train,workplace_operations,66,0.0,0.0,0.0,False,True,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,val,agriculture,25,-0.19999999225704224,0.19999999225704224,0.04,True,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,val,finance,25,0.0,0.0,0.0,False,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,test,legal,17,0.0,0.0,0.0,False,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,test,public_administration,16,0.0,0.0,0.0,False,False,True
12,optionality_vs_obligatoriness_of_marking,final,15899,lexical_domain,test,scientific_research,17,0.0,0.0,0.0,False,False,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,train,multi_site_agreement,166,-0.7715141660098829,0.7715141660098829,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,train,noun_adjective_case_agreement,167,-0.545449483854009,0.545449483854009,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,train,subject_verb_agreement,67,-0.9391266248955402,0.9391266248955402,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,val,cumulative_case_gender_number_bundle,50,-0.8364553902620457,0.8364553902620457,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,test,agreement_bundle_shift,25,-0.7338454807530197,0.7338454807530197,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,marker_family,test,redundant_stack_reduction,25,-0.8381716260971793,0.8381716260971793,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,community_services,66,-0.9830073434432633,0.9830073434432633,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,education,67,-0.9363452549673112,0.9363452549673112,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,engineering,67,-0.9529208288959929,0.9529208288959929,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,healthcare,67,0.818141131024171,0.818141131024171,1.0,False,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,logistics,67,-0.9391266248955402,0.9391266248955402,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,train,workplace_operations,66,-0.9692606462615984,0.9692606462615984,1.0,True,True,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,val,agriculture,25,-0.7759085439256385,0.7759085439256385,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,val,finance,25,-0.9157326882663448,0.9157326882663448,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,test,legal,17,-0.7227370850905322,0.7227370850905322,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,test,public_administration,16,-0.9262666249464959,0.9262666249464959,1.0,True,False,True
13,redundancy_cumulative_exponence,mean,9749,lexical_domain,test,scientific_research,17,-0.722608783931082,0.722608783931082,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,marker_family,train,multi_site_agreement,166,0.7771371229410277,0.7771371229410277,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,marker_family,train,noun_adjective_case_agreement,167,0.7641370704165575,0.7641370704165575,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,marker_family,train,subject_verb_agreement,67,-0.17914535653990166,0.17914535653990166,1.0,False,True,True
13,redundancy_cumulative_exponence,final,16084,marker_family,val,cumulative_case_gender_number_bundle,50,0.6714550420189814,0.6714550420189814,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,marker_family,test,agreement_bundle_shift,25,0.6706622952263296,0.6706622952263296,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,marker_family,test,redundant_stack_reduction,25,0.7096017901841152,0.7096017901841152,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,community_services,66,0.8701956502313498,0.8701956502313498,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,education,67,0.7422663278068138,0.7422663278068138,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,engineering,67,0.9590899691531101,0.9590899691531101,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,healthcare,67,0.519065839417752,0.519065839417752,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,logistics,67,-0.17914535653990166,0.17914535653990166,1.0,False,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,train,workplace_operations,66,0.7204742198002541,0.7204742198002541,1.0,True,True,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,val,agriculture,25,0.6501941252248213,0.6501941252248213,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,val,finance,25,0.6951185279153079,0.6951185279153079,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,test,legal,17,0.8780309151680737,0.8780309151680737,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,test,public_administration,16,0.46942512464177927,0.46942512464177927,1.0,True,False,True
13,redundancy_cumulative_exponence,final,16084,lexical_domain,test,scientific_research,17,0.6572770239194978,0.6572770239194978,1.0,True,False,True
14,definiteness_and_specificity,mean,13819,marker_family,train,bare_plural_generic,133,-0.8804397674880776,0.8804397674880776,1.0,True,True,True
14,definiteness_and_specificity,mean,13819,marker_family,train,definite_article,134,0.0,0.0,0.0,False,True,True
14,definiteness_and_specificity,mean,13819,marker_family,train,indefinite_article,133,0.0,0.0,0.0,False,True,True
14,definiteness_and_specificity,mean,13819,marker_family,val,familiar_reference_marker,50,-0.48264076151515045,0.48264076151515045,0.34,True,False,True
14,definiteness_and_specificity,mean,13819,marker_family,test,specificity_context_marker,17,0.0,0.0,0.0,False,False,True
14,definiteness_and_specificity,mean,13819,marker_family,test,unique_reference_description,33,-0.6497323666972358,0.6497323666972358,0.6060606060606061,True,False,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,community_services,66,-0.5131839442636431,0.5131839442636431,0.3333333333333333,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,education,67,-0.5253878087219842,0.5253878087219842,0.3283582089552239,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,engineering,66,-0.5266504102077023,0.5266504102077023,0.3333333333333333,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,healthcare,68,-0.5385215790751976,0.5385215790751976,0.3382352941176471,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,logistics,66,-0.4815792461699547,0.4815792461699547,0.3333333333333333,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,train,workplace_operations,67,-0.5007410846982985,0.5007410846982985,0.3283582089552239,True,True,True
14,definiteness_and_specificity,mean,13819,lexical_domain,val,agriculture,25,-0.5766373450256079,0.5766373450256079,0.36,True,False,True
14,definiteness_and_specificity,mean,13819,lexical_domain,val,finance,25,-0.46879065365524614,0.46879065365524614,0.32,True,False,True
14,definiteness_and_specificity,mean,13819,lexical_domain,test,legal,17,-0.5694911924639783,0.5694911924639783,0.5882352941176471,True,False,True
14,definiteness_and_specificity,mean,13819,lexical_domain,test,public_administration,17,-0.4707713650256829,0.4707713650256829,0.29411764705882354,True,False,True
14,definiteness_and_specificity,mean,13819,lexical_domain,test,scientific_research,16,-0.5446403972462378,0.5446403972462378,0.3125,True,False,True
14,definiteness_and_specificity,final,15772,marker_family,train,bare_plural_generic,133,-0.6643026519024517,0.6643026519024517,0.6842105263157895,True,True,True
14,definiteness_and_specificity,final,15772,marker_family,train,definite_article,134,0.0,0.0,0.0,False,True,True
14,definiteness_and_specificity,final,15772,marker_family,train,indefinite_article,133,0.0,0.0,0.0,False,True,True
14,definiteness_and_specificity,final,15772,marker_family,val,familiar_reference_marker,50,-0.25731421356341405,0.25731421356341405,0.26,True,False,True
14,definiteness_and_specificity,final,15772,marker_family,test,specificity_context_marker,17,-0.3405408078372586,0.3405408078372586,0.11764705882352941,True,False,True
14,definiteness_and_specificity,final,15772,marker_family,test,unique_reference_description,33,-0.6350785948217955,0.6350785948217955,0.48484848484848486,True,False,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,community_services,66,-0.35529264529896043,0.35529264529896043,0.15151515151515152,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,education,67,-0.4785806964216112,0.4785806964216112,0.31343283582089554,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,engineering,66,-0.3233120079366968,0.3233120079366968,0.25757575757575757,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,healthcare,68,-0.3230924596476758,0.3230924596476758,0.11764705882352941,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,logistics,66,-0.36854652409477134,0.36854652409477134,0.2878787878787879,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,train,workplace_operations,67,-0.44744247437728785,0.44744247437728785,0.23880597014925373,True,True,True
14,definiteness_and_specificity,final,15772,lexical_domain,val,agriculture,25,-0.39930126227887414,0.39930126227887414,0.2,True,False,True
14,definiteness_and_specificity,final,15772,lexical_domain,val,finance,25,-0.14284148381008996,0.14284148381008996,0.32,True,False,True
14,definiteness_and_specificity,final,15772,lexical_domain,test,legal,17,-0.599360591820204,0.599360591820204,0.4117647058823529,True,False,True
14,definiteness_and_specificity,final,15772,lexical_domain,test,public_administration,17,-0.5750420252348679,0.5750420252348679,0.35294117647058826,True,False,True
14,definiteness_and_specificity,final,15772,lexical_domain,test,scientific_research,16,-0.5318284254830082,0.5318284254830082,0.3125,True,False,True
15,number_marking,mean,8113,marker_family,train,arabic_plural_agreement,166,0.628290263137497,0.628290263137497,0.6746987951807228,True,True,True
15,number_marking,mean,8113,marker_family,train,arabic_singular_dual,167,0.8081951778279767,0.8081951778279767,0.8922155688622755,True,True,True
15,number_marking,mean,8113,marker_family,train,english_singular_plural,67,0.9293067176054954,0.9293067176054954,1.0,True,True,True
15,number_marking,mean,8113,marker_family,val,cardinal_number_agreement,50,0.20351199844365483,0.20351199844365483,0.9,True,False,True
15,number_marking,mean,8113,marker_family,test,collective_singulative_control,29,0.23304094296581293,0.23304094296581293,0.5172413793103449,True,False,True
15,number_marking,mean,8113,marker_family,test,dual_modifier_agreement,21,-0.6389014652861869,0.6389014652861869,0.8571428571428571,False,False,True
15,number_marking,mean,8113,lexical_domain,train,community_services,66,0.8088956534558878,0.8088956534558878,0.8939393939393939,True,True,True
15,number_marking,mean,8113,lexical_domain,train,education,66,0.7359486301212318,0.7359486301212318,0.7575757575757576,True,True,True
15,number_marking,mean,8113,lexical_domain,train,engineering,68,0.765341449235814,0.765341449235814,0.8676470588235294,True,True,True
15,number_marking,mean,8113,lexical_domain,train,healthcare,66,0.7495670742190518,0.7495670742190518,0.7272727272727273,True,True,True
15,number_marking,mean,8113,lexical_domain,train,logistics,67,0.8358199199864635,0.8358199199864635,0.8656716417910447,True,True,True
15,number_marking,mean,8113,lexical_domain,train,workplace_operations,67,0.7793506085118619,0.7793506085118619,0.8059701492537313,True,True,True
15,number_marking,mean,8113,lexical_domain,val,agriculture,25,0.20560068160538097,0.20560068160538097,0.96,True,False,True
15,number_marking,mean,8113,lexical_domain,val,finance,25,0.2101255173565373,0.2101255173565373,0.84,True,False,True
15,number_marking,mean,8113,lexical_domain,test,legal,17,-0.266581721818154,0.266581721818154,0.7058823529411765,False,False,True
15,number_marking,mean,8113,lexical_domain,test,public_administration,16,0.18664645971870908,0.18664645971870908,0.75,True,False,True
15,number_marking,mean,8113,lexical_domain,test,scientific_research,17,-0.21289251737985082,0.21289251737985082,0.5294117647058824,False,False,True
15,number_marking,final,8113,marker_family,train,arabic_plural_agreement,166,0.2506494624618377,0.2506494624618377,0.24096385542168675,True,True,True
15,number_marking,final,8113,marker_family,train,arabic_singular_dual,167,0.5481117263988612,0.5481117263988612,0.4550898203592814,True,True,True
15,number_marking,final,8113,marker_family,train,english_singular_plural,67,0.6914579265783553,0.6914579265783553,0.7611940298507462,True,True,True
15,number_marking,final,8113,marker_family,val,cardinal_number_agreement,50,0.23209504172096743,0.23209504172096743,0.52,True,False,True
15,number_marking,final,8113,marker_family,test,collective_singulative_control,29,0.3670494682218691,0.3670494682218691,0.3793103448275862,True,False,True
15,number_marking,final,8113,marker_family,test,dual_modifier_agreement,21,-0.2182178963220011,0.2182178963220011,0.047619047619047616,False,False,True
15,number_marking,final,8113,lexical_domain,train,community_services,66,0.6538312819829272,0.6538312819829272,0.7424242424242424,True,True,True
15,number_marking,final,8113,lexical_domain,train,education,66,0.43764024763313797,0.43764024763313797,0.3484848484848485,True,True,True
15,number_marking,final,8113,lexical_domain,train,engineering,68,0.6081491914939032,0.6081491914939032,0.6176470588235294,True,True,True
15,number_marking,final,8113,lexical_domain,train,healthcare,66,0.4070037715409683,0.4070037715409683,0.19696969696969696,True,True,True
15,number_marking,final,8113,lexical_domain,train,logistics,67,0.28976488422071867,0.28976488422071867,0.08955223880597014,True,True,True
15,number_marking,final,8113,lexical_domain,train,workplace_operations,67,0.42049297780931655,0.42049297780931655,0.5074626865671642,True,True,True
15,number_marking,final,8113,lexical_domain,val,agriculture,25,0.19383587133693161,0.19383587133693161,0.56,True,False,True
15,number_marking,final,8113,lexical_domain,val,finance,25,0.26615800418155683,0.26615800418155683,0.48,True,False,True
15,number_marking,final,8113,lexical_domain,test,legal,17,0.2137278082046462,0.2137278082046462,0.23529411764705882,True,False,True
15,number_marking,final,8113,lexical_domain,test,public_administration,16,0.2862327736682098,0.2862327736682098,0.3125,True,False,True
15,number_marking,final,8113,lexical_domain,test,scientific_research,17,0.24075527856585313,0.24075527856585313,0.17647058823529413,True,False,True
16,gender_noun_class,mean,5205,marker_family,train,determiner_gender,133,0.7651149570768877,0.7651149570768877,0.7443609022556391,True,True,True
16,gender_noun_class,mean,5205,marker_family,train,feminine_agreement,133,0.9821060638596575,0.9821060638596575,1.0,True,True,True
16,gender_noun_class,mean,5205,marker_family,train,masculine_agreement,134,0.9777624370188782,0.9777624370188782,1.0,True,True,True
16,gender_noun_class,mean,5205,marker_family,val,adjective_gender_shift,50,0.907906492088415,0.907906492088415,0.92,True,False,True
16,gender_noun_class,mean,5205,marker_family,test,gender_number_interaction,25,0.8374582691446993,0.8374582691446993,0.84,True,False,True
16,gender_noun_class,mean,5205,marker_family,test,inanimate_gender_agreement,25,0.9746442706111221,0.9746442706111221,1.0,True,False,True
16,gender_noun_class,mean,5205,lexical_domain,train,community_services,66,0.9013501656523654,0.9013501656523654,0.9393939393939394,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,train,education,67,0.9044921435985784,0.9044921435985784,0.9104477611940298,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,train,engineering,67,0.8988468590695949,0.8988468590695949,0.9104477611940298,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,train,healthcare,67,0.9013723601509672,0.9013723601509672,0.9104477611940298,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,train,logistics,67,0.876573391009878,0.876573391009878,0.9104477611940298,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,train,workplace_operations,66,0.9048888067746136,0.9048888067746136,0.9090909090909091,True,True,True
16,gender_noun_class,mean,5205,lexical_domain,val,agriculture,25,0.8950316648023233,0.8950316648023233,0.88,True,False,True
16,gender_noun_class,mean,5205,lexical_domain,val,finance,25,0.9226122040349091,0.9226122040349091,0.96,True,False,True
16,gender_noun_class,mean,5205,lexical_domain,test,legal,17,0.9009230453490639,0.9009230453490639,0.8823529411764706,True,False,True
16,gender_noun_class,mean,5205,lexical_domain,test,public_administration,17,0.9182961499039229,0.9182961499039229,0.9411764705882353,True,False,True
16,gender_noun_class,mean,5205,lexical_domain,test,scientific_research,16,0.9162987879578838,0.9162987879578838,0.9375,True,False,True
16,gender_noun_class,final,1825,marker_family,train,determiner_gender,133,0.12258749886487576,0.12258749886487576,0.015037593984962405,True,True,True
16,gender_noun_class,final,1825,marker_family,train,feminine_agreement,133,0.4522267310866159,0.4522267310866159,0.3082706766917293,True,True,True
16,gender_noun_class,final,1825,marker_family,train,masculine_agreement,134,0.1943698366293592,0.1943698366293592,0.05223880597014925,True,True,True
16,gender_noun_class,final,1825,marker_family,val,adjective_gender_shift,50,0.3127022471914613,0.3127022471914613,0.1,True,False,True
16,gender_noun_class,final,1825,marker_family,test,gender_number_interaction,25,0.0,0.0,0.0,False,False,True
16,gender_noun_class,final,1825,marker_family,test,inanimate_gender_agreement,25,0.28220369573128296,0.28220369573128296,0.08,True,False,True
16,gender_noun_class,final,1825,lexical_domain,train,community_services,66,0.37035645518623916,0.37035645518623916,0.2727272727272727,True,True,True
16,gender_noun_class,final,1825,lexical_domain,train,education,67,0.26966670670209936,0.26966670670209936,0.08955223880597014,True,True,True
16,gender_noun_class,final,1825,lexical_domain,train,engineering,67,0.3203391115622812,0.3203391115622812,0.1044776119402985,True,True,True
16,gender_noun_class,final,1825,lexical_domain,train,healthcare,67,0.3285577219727099,0.3285577219727099,0.11940298507462686,True,True,True
16,gender_noun_class,final,1825,lexical_domain,train,logistics,67,0.24273972866057755,0.24273972866057755,0.05970149253731343,True,True,True
16,gender_noun_class,final,1825,lexical_domain,train,workplace_operations,66,0.20390020953553115,0.20390020953553115,0.10606060606060606,True,True,True
16,gender_noun_class,final,1825,lexical_domain,val,agriculture,25,0.2827126690843692,0.2827126690843692,0.08,True,False,True
16,gender_noun_class,final,1825,lexical_domain,val,finance,25,0.3449480212116605,0.3449480212116605,0.12,True,False,True
16,gender_noun_class,final,1825,lexical_domain,test,legal,17,0.24253562073516335,0.24253562073516335,0.058823529411764705,True,False,True
16,gender_noun_class,final,1825,lexical_domain,test,public_administration,17,0.2425356236747864,0.2425356236747864,0.058823529411764705,True,False,True
16,gender_noun_class,final,1825,lexical_domain,test,scientific_research,16,0.0,0.0,0.0,False,False,True
17,animacy_and_humanness,mean,3104,marker_family,train,animal_patient_lexical_set,133,0.5684185578076946,0.5684185578076946,0.6992481203007519,True,True,True
17,animacy_and_humanness,mean,3104,marker_family,train,human_agent_lexical_set,133,0.40576092505866296,0.40576092505866296,0.706766917293233,True,True,True
17,animacy_and_humanness,mean,3104,marker_family,train,inanimate_object_lexical_set,134,0.548055198427866,0.548055198427866,0.835820895522388,True,True,True
17,animacy_and_humanness,mean,3104,marker_family,val,sentient_living_contrast,50,0.573481899937176,0.573481899937176,0.74,True,False,True
17,animacy_and_humanness,mean,3104,marker_family,test,artifact_agent_control,25,-0.35563213476111494,0.35563213476111494,0.56,False,False,True
17,animacy_and_humanness,mean,3104,marker_family,test,living_nonliving_boundary,25,0.27281998312989036,0.27281998312989036,0.84,True,False,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,community_services,66,0.6905562501989864,0.6905562501989864,0.7878787878787878,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,education,67,0.4162027237278482,0.4162027237278482,0.6119402985074627,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,engineering,67,0.6902074726239495,0.6902074726239495,0.746268656716418,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,healthcare,67,0.16929515105769763,0.16929515105769763,0.7164179104477612,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,logistics,67,0.4116973180395741,0.4116973180395741,0.9253731343283582,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,train,workplace_operations,66,0.5506657491949861,0.5506657491949861,0.696969696969697,True,True,True
17,animacy_and_humanness,mean,3104,lexical_domain,val,agriculture,25,0.7702981516045517,0.7702981516045517,0.92,True,False,True
17,animacy_and_humanness,mean,3104,lexical_domain,val,finance,25,0.28161482880154437,0.28161482880154437,0.56,True,False,True
17,animacy_and_humanness,mean,3104,lexical_domain,test,legal,17,-0.41313121903563305,0.41313121903563305,0.7647058823529411,False,False,True
17,animacy_and_humanness,mean,3104,lexical_domain,test,public_administration,16,-0.22594255572550093,0.22594255572550093,0.6875,False,False,True
17,animacy_and_humanness,mean,3104,lexical_domain,test,scientific_research,17,0.4341934071936011,0.4341934071936011,0.6470588235294118,True,False,True
17,animacy_and_humanness,final,6618,marker_family,train,animal_patient_lexical_set,133,0.023068800584167246,0.023068800584167246,0.2857142857142857,True,True,True
17,animacy_and_humanness,final,6618,marker_family,train,human_agent_lexical_set,133,0.4275968967239738,0.4275968967239738,0.5789473684210527,True,True,True
17,animacy_and_humanness,final,6618,marker_family,train,inanimate_object_lexical_set,134,0.44677116024167424,0.44677116024167424,0.6343283582089553,True,True,True
17,animacy_and_humanness,final,6618,marker_family,val,sentient_living_contrast,50,0.028152770367235798,0.028152770367235798,0.36,True,False,True
17,animacy_and_humanness,final,6618,marker_family,test,artifact_agent_control,25,0.863308144939759,0.863308144939759,1.0,True,False,True
17,animacy_and_humanness,final,6618,marker_family,test,living_nonliving_boundary,25,0.5508311908067969,0.5508311908067969,0.4,True,False,True
17,animacy_and_humanness,final,6618,lexical_domain,train,community_services,66,0.28551040307038394,0.28551040307038394,0.3181818181818182,True,True,True
17,animacy_and_humanness,final,6618,lexical_domain,train,education,67,-0.34128237670251943,0.34128237670251943,0.2537313432835821,False,True,True
